Res,Noise_Param,Scale_Param,Distances_Classic,Distances_Noised,Ratios_EMD,Distances_Linear,Distances_Linear_Noised,Ratios_Linear,Cumsum_Classic,Cumsum_Noised,Ratios_emd_cumsum
100.0,0.19306977288832497,200.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,2.710813646773857,0.08369371825183183,29.68560744259305,85.92502218616372,2.0783676153467673e-07
100.0,0.19306977288832497,500.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,2.7227298724569744,0.08340969731078768,29.68560744259305,93.61603393952038,1.9076196239529574e-07
100.0,0.19306977288832497,1000.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,2.732711085684616,0.08293472142796672,29.68560744259305,87.55109348364665,2.0397664535512874e-07
100.0,0.29935772947204903,100.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,4.212857008294994,0.05393142716425538,29.68560744259305,127.29145617885162,1.402951846263389e-07
100.0,0.29935772947204903,200.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,4.270168318465127,0.05306748097673082,29.68560744259305,142.8118027684732,1.2504833634037627e-07
100.0,0.29935772947204903,500.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,4.237900802191368,0.05354146174241967,29.68560744259305,140.96148924343612,1.2668976783528905e-07
100.0,0.29935772947204903,1000.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,4.248660274406913,0.05337540370035651,29.68560744259305,140.64820848122,1.269719574732589e-07
100.0,0.46415888336127775,100.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,6.570436665737452,0.03452819212968363,29.68560744259305,202.1543558034555,8.834030943825083e-08
100.0,0.46415888336127775,200.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,6.57246539692725,0.03453763663470789,29.68560744259305,239.3376808749366,7.46158243059906e-08
100.0,0.46415888336127775,500.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,6.488018517495763,0.03497535922261147,29.68560744259305,209.22933347978,8.535312926231425e-08
100.0,0.46415888336127775,1000.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,6.500252115647096,0.03494270518198069,29.68560744259305,195.4090548450089,9.138971763684189e-08
100.0,0.7196856730011514,100.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,10.167689717804581,0.0223102904167144,29.68560744259305,343.176811896782,5.2038417885118695e-08
100.0,0.7196856730011514,200.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,10.185271252509015,0.022281428917384827,29.68560744259305,359.60925115003766,4.966050870175353e-08
100.0,0.7196856730011514,500.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,10.045492464992344,0.022588603543097587,29.68560744259305,315.4772745308555,5.6607495333933674e-08
100.0,0.7196856730011514,1000.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,10.025658258169564,0.022657763057230208,29.68560744259305,320.8732137479459,5.565555983116661e-08
100.0,1.115883992507748,100.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,15.718772417486727,0.014442606193757607,29.68560744259305,477.789363890252,3.737709479457893e-08
100.0,1.115883992507748,200.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,15.900736726331388,0.014288632312020171,29.68560744259305,474.201392585479,3.765990278644824e-08
100.0,1.115883992507748,500.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,15.623741728509078,0.014527695711960864,29.68560744259305,471.78801948190755,3.785254734865594e-08
100.0,1.115883992507748,1000.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,15.754267234351076,0.014391890845929891,29.68560744259305,510.4663617487685,3.4984437142513824e-08
100.0,1.7301957388458944,100.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,24.71006763398489,0.009187111846666339,29.68560744259305,770.7936346449185,2.316881917972031e-08
100.0,1.7301957388458944,200.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,24.601296269593096,0.00923214309718091,29.68560744259305,814.162992305948,2.1934647625517044e-08
100.0,1.7301957388458944,500.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,24.317986501550124,0.009337697611141497,29.68560744259305,749.7945701929569,2.3817694947259656e-08
100.0,1.7301957388458944,1000.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,24.65943887851123,0.009214696066127813,29.68560744259305,769.3086927668868,2.321354030426756e-08
100.0,2.6826957952797246,100.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,37.285134049527024,0.006090701810074219,29.68560744259305,1241.4707466398977,1.438485634422084e-08
100.0,2.6826957952797246,200.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,37.70249810617618,0.006019233477946025,29.68560744259305,1100.6064425590587,1.622594385731958e-08
100.0,2.6826957952797246,500.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,37.81834146736207,0.005999338039657179,29.68560744259305,1145.821742579062,1.5585651486915542e-08
100.0,2.6826957952797246,1000.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,37.91946852409216,0.005977057946870813,29.68560744259305,1186.0498614592202,1.505702156905613e-08
100.0,4.159562163071843,100.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,58.82426104407477,0.0038610167302555154,29.68560744259305,1756.1915991100918,1.0168809801286387e-08
100.0,4.159562163071843,200.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,59.338324294062495,0.0038255013953122996,29.68560744259305,1864.4031910044757,9.57860318633441e-09
100.0,4.159562163071843,500.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,58.07186942805706,0.003912071629152386,29.68560744259305,1875.2049161918226,9.523427648768336e-09
100.0,4.159562163071843,1000.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,58.46369510761933,0.00388411742293365,29.68560744259305,1778.7072476589756,1.004008859213432e-08
100.0,6.449466771037621,100.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,90.96710849516897,0.0024994120084231874,29.68560744259305,2740.2167876055923,6.517140697314028e-09
100.0,6.449466771037621,200.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,91.59059854548137,0.002476110908249236,29.68560744259305,2939.2299269361038,6.075869799197149e-09
100.0,6.449466771037621,500.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,91.44637827112282,0.0024832488927255974,29.68560744259305,2826.1439276778383,6.318991106953719e-09
100.0,6.449466771037621,1000.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,89.06110785770568,0.0025497929061984704,29.68560744259305,2789.0863830966,6.402949171527682e-09
100.0,10.0,100.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,143.0883364250974,0.0015847734645907537,29.68560744259305,4484.468069739115,3.98227349782567e-09
100.0,10.0,200.0,9.999999999999999e-05,1.7858378345967515e-05,53.576872141661106,0.2258356660500426,138.88108247006784,0.0016340808571842246,29.68560744259305,4594.151938154214,3.8871980261807476e-09
100.0,10.0,500.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,139.25503271613002,0.001629969492754699,29.68560744259305,4394.850271018478,4.063478217616035e-09
100.0,10.0,1000.0,0.0001,1.7858378345967515e-05,53.57687214166113,0.2258356660500426,141.4694846910145,0.0016042823172783731,29.68560744259305,4801.669974395947,3.7192015363809152e-09
200.0,0.001,100.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.16088169290827137,0.9901900002692383,59.668232712640595,59.929335730810536,7.477406221182521e-08
200.0,0.001,200.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.1607215591729446,0.99119393575319,59.668232712640595,59.772991782145326,7.496964338980176e-08
200.0,0.001,500.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.16059730724318835,0.9919376279749634,59.668232712640574,59.71474308631252,7.504277246528309e-08
200.0,0.001,1000.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.16030809502329124,0.9937451485391854,59.668232712640574,59.594724482915574,7.519390209671379e-08
200.0,0.0015505157798326253,100.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.16257929450070174,0.9799415734483141,59.668232712640595,59.89426518955461,7.481784548265045e-08
200.0,0.0015505157798326253,200.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.16219255778198935,0.9822414755217779,59.668232712640595,59.84294142197493,7.48820123437893e-08
200.0,0.0015505157798326253,500.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.16207915186920843,0.9829793229360639,59.668232712640574,59.755581101832185,7.499148691420872e-08
200.0,0.0015505157798326253,1000.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.16235694127870381,0.9813053827560004,59.668232712640574,59.830317969637534,7.489781151627957e-08
200.0,0.002404099183509972,100.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.16637413542349486,0.9578863991725771,59.668232712640595,60.09368709137164,7.456956121589682e-08
200.0,0.002404099183509972,200.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.16685620140542148,0.9549401424831544,59.668232712640595,59.71245570908899,7.504564709380888e-08
200.0,0.002404099183509972,500.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.16686816003147278,0.9549235576284504,59.668232712640574,59.930306092018306,7.477285150802526e-08
200.0,0.002404099183509972,1000.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.16612764252727522,0.9592173316287581,59.668232712640574,59.774958166514914,7.496717715411582e-08
200.0,0.003727593720314938,100.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.1756895819619067,0.9072524152006238,59.668232712640595,60.78799116780564,7.371784775513826e-08
200.0,0.003727593720314938,200.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.17516834320779281,0.9101479146340057,59.668232712640595,60.407727212769444,7.418189832677109e-08
200.0,0.003727593720314938,500.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.1757025973541891,0.9073043022295008,59.668232712640574,60.4817925500508,7.409105599078714e-08
200.0,0.003727593720314938,1000.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.17544555814419868,0.9087399815940771,59.668232712640574,60.2194750432174,7.441379844365989e-08
200.0,0.005779692884153313,100.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.19688138920002562,0.8105935638084562,59.668232712640595,60.62051891671803,7.392150312017808e-08
200.0,0.005779692884153313,200.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.1967050887256877,0.8108696298406021,59.668232712640595,60.633890618992,7.390520107653094e-08
200.0,0.005779692884153313,500.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.19641072309768812,0.8120749692631546,59.668232712640574,61.77124960729575,7.254442652103513e-08
200.0,0.005779692884153313,1000.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.19674002999109877,0.8108658104094708,59.668232712640574,61.69845901243434,7.263001296913882e-08
200.0,0.00896150501946605,100.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.2386650570443625,0.669548760209905,59.668232712640595,62.17004108751657,7.207908825314867e-08
200.0,0.00896150501946605,200.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.23956741767585335,0.6662095069006487,59.668232712640595,61.185448196203325,7.323898100540597e-08
200.0,0.00896150501946605,500.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.2382414258587302,0.6701902654866604,59.668232712640574,62.16989592313338,7.207925655512556e-08
200.0,0.00896150501946605,1000.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.2403821447292415,0.6640713105208501,59.668232712640574,62.088865387100256,7.2173325286437e-08
200.0,0.013894954943731374,100.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.3199484599546304,0.4994757302048868,59.668232712640595,64.2635092449848,6.973101735179053e-08
200.0,0.013894954943731374,200.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.32147268296011744,0.4967146433698219,59.668232712640595,63.86847722700047,7.016230968404193e-08
200.0,0.013894954943731374,500.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.3170222782461838,0.5037661544483313,59.668232712640574,63.23979841736365,7.08598064888613e-08
200.0,0.013894954943731374,1000.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.32208217328956323,0.4956392024668267,59.668232712640574,65.78434216969879,6.811894336024953e-08
200.0,0.021544346900318832,100.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.4611949414407811,0.34642178227286363,59.668232712640595,66.81912796512611,6.7064028141579e-08
200.0,0.021544346900318832,200.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.45868983264239666,0.3481223876483506,59.668232712640595,68.2340897686591,6.567332975997647e-08
200.0,0.021544346900318832,500.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.46006800747231485,0.3471501861817486,59.668232712640574,71.42105177779332,6.274284355529886e-08
200.0,0.021544346900318832,1000.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.4563163962737341,0.35000726799644655,59.668232712640574,67.1182275096785,6.676517012614493e-08
200.0,0.03340484983513244,100.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.6871081594306239,0.23241906965325043,59.668232712640595,78.90892716389311,5.6789010309843126e-08
200.0,0.03340484983513244,200.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,0.6845419853974206,0.23329313705022886,59.668232712640595,74.24616306287628,6.035544051554639e-08
200.0,0.03340484983513244,500.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.6920557391486989,0.23083009655565384,59.668232712640574,72.99330998007618,6.139137791493683e-08
200.0,0.03340484983513244,1000.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,0.6786074693025508,0.23550898294762881,59.668232712640574,73.13686765074038,6.127087503457802e-08
200.0,0.0517947467923121,100.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,1.0531207149816733,0.1516980296591094,59.668232712640595,96.11661923785901,4.662211294760063e-08
200.0,0.0517947467923121,200.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,1.0460289084211387,0.15272732394982722,59.668232712640595,89.83929217110419,4.9879732686610606e-08
200.0,0.0517947467923121,500.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,1.0440443866691964,0.15283744287023338,59.668232712640574,83.65198765074857,5.356907832194094e-08
200.0,0.0517947467923121,1000.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,1.0424070270101131,0.1531870261017199,59.668232712640574,88.92078790500909,5.0394963695508964e-08
200.0,0.08030857221391513,100.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,1.6249172306109438,0.09827676709618789,59.668232712640595,118.08650625455626,3.794811126505053e-08
200.0,0.08030857221391513,200.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,1.5897025980311112,0.10046601332763537,59.668232712640595,124.23771374579371,3.606923971104309e-08
200.0,0.08030857221391513,500.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,1.601792571021098,0.0997094636606146,59.668232712640574,117.4204027558235,3.816338364609077e-08
200.0,0.08030857221391513,1000.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,1.6204323153645421,0.09853326438626807,59.668232712640574,118.42231293614878,3.784050291827308e-08
200.0,0.12451970847350319,100.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,2.489680039068005,0.06414427005881812,59.668232712640595,164.57285192329525,2.7229034593977764e-08
200.0,0.12451970847350319,200.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,2.4876910636335574,0.06420697504872631,59.668232712640595,163.74636342152692,2.736646960954658e-08
200.0,0.12451970847350319,500.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,2.492074187459247,0.06409027937764533,59.668232712640574,170.68123183068943,2.625455552543797e-08
200.0,0.12451970847350319,1000.0,2.5e-05,4.481159878248986e-06,53.53240045152476,0.15929140749705042,2.478683126031816,0.06444831863560548,59.668232712640574,180.448955392557,2.4833393291196746e-08
200.0,0.19306977288832497,100.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,3.820655382717435,0.04179126025563007,59.668232712640595,248.7365849919813,1.8015684658505094e-08
200.0,0.19306977288832497,200.0,2.5e-05,4.481159878248986e-06,53.53240045152478,0.1592914074970504,3.8813351825467595,0.04114057306770531,59.668232712640595,239.11099154489645,1.874091964278265e-08
