Category,image1_index,image2_index,Noise,SNR,Resolution,Fourier Original,Fourier Noised,Fourier Ratio,Fourier Time,L2 Original,L2 Noised,L2 Ratio,L2 Time
CauchyDensity,01,09,0.0025118864315095794,407661.7426467813,32,2.7863977907456534,2.7864216037842793,0.9999914538996563,0.001013946533203125,0.06348442502333125,0.06348474657010508,0.9999949350546201,0.0
CauchyDensity,01,10,0.0025118864315095794,407661.7426467813,32,5.498380079773833,5.498402495009662,0.9999959233184821,0.0014999032020568848,0.08028388518022536,0.08028613022262303,0.9999720369833315,0.0
CauchyDensity,02,03,0.0025118864315095794,407661.7426467813,32,2.1472069372103646,2.147247552503668,0.9999810849507055,0.0014953136444091797,0.038486592102315385,0.03848700238983309,0.9999893395823986,0.0
CauchyDensity,02,04,0.0025118864315095794,407661.7426467813,32,0.9912345266725817,0.9911842312019715,1.000050742807469,0.0017809152603149414,0.03318215615763746,0.033181659494358556,1.0000149680060153,0.0
CauchyDensity,02,05,0.0025118864315095794,407661.7426467813,32,4.349934166183094,4.349814153586319,1.000027590281455,0.001157999038696289,0.06288954238714292,0.06288840721144344,1.0000180506352414,0.0
CauchyDensity,02,06,0.0025118864315095794,407661.7426467813,32,3.5710996026636264,3.5709546762389053,1.0000405847841434,0.0010127186775207519,0.05300967616983977,0.05300849642481471,1.0000222557722749,0.0
CauchyDensity,02,07,0.0025118864315095794,407661.7426467813,32,1.3512120326044121,1.3511743728150711,1.0000278718943303,0.0010044455528259277,0.037529623457443505,0.037529903980601395,0.9999925253430428,0.0
CauchyDensity,02,08,0.0025118864315095794,407661.7426467813,32,1.1590490766044845,1.158935830278387,1.0000977157864472,0.0010691404342651368,0.03480384345739053,0.03480417940222585,0.9999903475720132,0.0
CauchyDensity,02,09,0.0025118864315095794,407661.7426467813,32,1.3589432050478067,1.3588892432610353,1.0000397102170313,0.0010681390762329102,0.03773602605989734,0.037736164192073346,0.9999963395279049,0.0
CauchyDensity,02,10,0.0025118864315095794,407661.7426467813,32,3.7614318313701487,3.7614008574424083,1.0000082346787578,0.0012031078338623046,0.0534083831693969,0.05340877116147813,0.999992735423924,0.0
CauchyDensity,03,04,0.0025118864315095794,407661.7426467813,32,1.6000459439786945,1.6000050214938466,1.00002557647276,0.0011030197143554687,0.02513135922011104,0.025131664480304156,0.9999878535624509,0.0
CauchyDensity,03,05,0.0025118864315095794,407661.7426467813,32,3.497983734271409,3.4978932549883694,1.0000258667936508,0.0015853643417358398,0.04855285347562155,0.048553084369693585,0.9999952445024857,0.0
CauchyDensity,03,06,0.0025118864315095794,407661.7426467813,32,2.649904418383409,2.6500672671509014,0.9999385491947654,0.0014165282249450684,0.036629020158886506,0.03663162406229423,0.999928916517507,0.0
CauchyDensity,03,07,0.0025118864315095794,407661.7426467813,32,1.7473874668648177,1.7473724351784057,1.0000086024513775,0.00050201416015625,0.030557560355680465,0.030558241963039117,0.9999776948111258,0.0
CauchyDensity,03,08,0.0025118864315095794,407661.7426467813,32,1.6708756558541171,1.6708016016639422,1.0000443225515832,0.0010051369667053224,0.02719852794504559,0.027197186480235436,1.000049323661149,0.0
CauchyDensity,03,09,0.0025118864315095794,407661.7426467813,32,2.5448779931473604,2.544871866806824,1.0000024073276994,0.0010100483894348144,0.03571069390715271,0.03570966727079468,1.0000287495358118,0.0
CauchyDensity,03,10,0.0025118864315095794,407661.7426467813,32,2.69526580385011,2.695163089522358,1.0000381106168126,0.0010157108306884765,0.03544895196093497,0.035448759093063206,1.000005440751008,0.0
CauchyDensity,04,05,0.0025118864315095794,407661.7426467813,32,4.338140601678552,4.3380757275968005,1.000014954575675,0.001000213623046875,0.04969982298044593,0.04969940070968236,1.0000084964960854,0.0
CauchyDensity,04,06,0.0025118864315095794,407661.7426467813,32,3.584767710924155,3.5848185775332757,0.9999858105485617,0.001205134391784668,0.040394760625536805,0.0403951977692399,0.9999891783249684,0.0
CauchyDensity,04,07,0.0025118864315095794,407661.7426467813,32,1.3990349116424676,1.39896495255468,1.0000500077487002,0.0014977097511291505,0.02008897352960519,0.020088893822452145,1.000003967722352,0.0
CauchyDensity,04,08,0.0025118864315095794,407661.7426467813,32,1.354530710068462,1.3545128897387289,1.0000131562644166,0.0015550374984741211,0.01791493972638367,0.017915091971181612,0.9999915018690283,0.0
CauchyDensity,04,09,0.0025118864315095794,407661.7426467813,32,1.71535513441001,1.7153357660719037,1.000011291280978,0.0015555620193481445,0.023086843257407133,0.023087143661672565,0.9999869882446337,0.0
CauchyDensity,04,10,0.0025118864315095794,407661.7426467813,32,3.7100924455717763,3.7101441909121355,0.9999860530109622,0.0011464834213256836,0.041498020516689584,0.04149874461527074,0.999982551313591,4.998445510864258e-05
CauchyDensity,05,06,0.0025118864315095794,407661.7426467813,32,2.1402154181791966,2.1401993280175753,1.0000075180668504,0.0005003213882446289,0.026454796145625487,0.026455780136324842,0.9999628062111839,0.0
CauchyDensity,05,07,0.0025118864315095794,407661.7426467813,32,3.896240571404284,3.8962747291180606,0.9999912332378614,0.0009982705116271973,0.04691733726652071,0.04691735500013336,0.9999996220244588,0.0
CauchyDensity,05,08,0.0025118864315095794,407661.7426467813,32,3.441237173788875,3.441192977230254,1.0000128433827784,0.0012833476066589355,0.04194253453432244,0.041942559044139696,0.9999994156337186,0.0
CauchyDensity,05,09,0.0025118864315095794,407661.7426467813,32,3.890800329203043,3.890718503722007,1.0000210309435025,0.001094949245452881,0.04553438276675465,0.04553387665688483,1.0000111150182454,4.941225051879883e-05
CauchyDensity,05,10,0.0025118864315095794,407661.7426467813,32,1.8304335201040967,1.8303677361394268,1.0000359402995207,0.000999784469604492,0.024286628845600552,0.024285530337517288,1.0000452330283918,0.0
CauchyDensity,06,07,0.0025118864315095794,407661.7426467813,32,2.7075246097386434,2.7075378350989467,0.9999951153553122,0.0009946465492248536,0.0326717411307128,0.032671700791708565,1.0000012346772056,0.0
CauchyDensity,06,08,0.0025118864315095794,407661.7426467813,32,2.6199830215919917,2.6198483730219615,1.0000513955583905,0.0010237336158752442,0.03184526481681745,0.03184386485109707,1.0000439634361888,0.0
CauchyDensity,06,09,0.0025118864315095794,407661.7426467813,32,3.805286628474683,3.805401322385144,0.9999698602326681,0.0010162830352783204,0.04457909918934019,0.04458041681227405,0.9999704439072563,0.0
CauchyDensity,06,10,0.0025118864315095794,407661.7426467813,32,0.6661820364960239,0.6661286264668276,1.0000801797536905,0.0015003204345703125,0.010853563389956486,0.010853942155679414,0.999965103395845,0.0
CauchyDensity,07,08,0.0025118864315095794,407661.7426467813,32,0.9148980655929637,0.9148550932040507,1.0000469717983014,0.0011957526206970216,0.012739170718498933,0.012740052980509176,0.9999307489528032,0.0
CauchyDensity,07,09,0.0025118864315095794,407661.7426467813,32,2.2079013989840837,2.20787765162924,1.0000107557385827,0.0005419611930847168,0.029125840271993435,0.02912564306503254,1.0000067709049532,0.0
CauchyDensity,07,10,0.0025118864315095794,407661.7426467813,32,2.9037766920276398,2.903792456110927,0.9999945712086779,0.0010051369667053224,0.035062795869266125,0.035063340430862164,0.9999844692037511,0.0
CauchyDensity,08,09,0.0025118864315095794,407661.7426467813,32,1.6186177243504236,1.6187006389185303,0.9999487770832276,0.001031970977783203,0.020112841490695733,0.020113624922803983,0.9999610496809374,0.0
CauchyDensity,08,10,0.0025118864315095794,407661.7426467813,32,2.8111568940754745,2.8110485545060175,1.0000385406254486,0.0010052919387817383,0.03335865550977125,0.03335744418997372,1.000036313327563,0.0
CauchyDensity,09,10,0.0025118864315095794,407661.7426467813,32,3.849778047551008,3.8497612023570134,1.0000043756464647,0.0010064363479614258,0.04475622976411762,0.04475560914108488,1.0000138669329866,0.0
CauchyDensity,01,02,0.00630957344480193,162293.06290801807,32,2.3234400541511646,2.3234403005174036,0.9999998939648939,0.0009952664375305175,0.06404417932594936,0.06404361144574772,1.0000088670858627,0.0
CauchyDensity,01,03,0.00630957344480193,162293.06290801807,32,3.6614556083375396,3.6614299988526016,1.000006994394252,0.00096282958984375,0.06745867166968546,0.06745854503620195,1.000001877204488,0.0
CauchyDensity,01,04,0.00630957344480193,162293.06290801807,32,2.2629397573267185,2.2630726650979094,0.9999412710986966,0.0010070443153381349,0.05660255376293487,0.056605897454146084,0.9999409303383288,0.0
CauchyDensity,01,05,0.00630957344480193,162293.06290801807,32,5.983522568544517,5.983858716018904,0.999943824296271,0.0016217947006225586,0.0847619745166184,0.08476645172855173,0.9999471817937164,0.0
CauchyDensity,01,06,0.00630957344480193,162293.06290801807,32,5.367941741557863,5.368000727814108,0.9999890115036797,0.001509082317352295,0.07968084593076377,0.07968037417346516,1.000005920621025,0.0
CauchyDensity,01,07,0.00630957344480193,162293.06290801807,32,3.178905448318662,3.178694589824212,1.0000663349335683,0.0012481212615966797,0.06700323016727106,0.06700336162958671,0.9999980379743275,0.0
CauchyDensity,01,08,0.00630957344480193,162293.06290801807,32,3.197659443713208,3.1972603242955517,1.0001248316925035,0.0010000109672546388,0.06590136046178183,0.06590040465782072,1.0000145037646744,0.0
CauchyDensity,01,09,0.00630957344480193,162293.06290801807,32,2.7863977907456534,2.7865118371067634,0.9999590719983346,0.0015518784523010254,0.06348442502333125,0.06348416466635812,1.0000041011325345,0.0
CauchyDensity,01,10,0.00630957344480193,162293.06290801807,32,5.498380079773833,5.498359481768793,1.00000374620923,0.001474916934967041,0.08028388518022536,0.08028481445552979,0.9999884252668362,0.0
CauchyDensity,02,03,0.00630957344480193,162293.06290801807,32,2.1472069372103646,2.1468902852080225,1.000147493332344,0.0015801072120666503,0.038486592102315385,0.03848504072034102,1.0000403112987626,0.0
CauchyDensity,02,04,0.00630957344480193,162293.06290801807,32,0.9912345266725817,0.9910073403790237,1.0002292478413641,0.001005542278289795,0.03318215615763746,0.03318128979649942,1.0000261099295222,0.0
CauchyDensity,02,05,0.00630957344480193,162293.06290801807,32,4.349934166183094,4.35014814852325,0.9999508103326945,0.0004996776580810547,0.06288954238714292,0.06289300159022843,0.9999449986008293,0.0
CauchyDensity,02,06,0.00630957344480193,162293.06290801807,32,3.5710996026636264,3.5712144584057293,0.9999678384640741,0.0011677980422973634,0.05300967616983977,0.05301372624713221,0.99992360323299,0.0
CauchyDensity,02,07,0.00630957344480193,162293.06290801807,32,1.3512120326044121,1.351061165515743,1.0001116656244142,0.0014998316764831543,0.037529623457443505,0.03752851595734201,1.0000295108952018,0.0
CauchyDensity,02,08,0.00630957344480193,162293.06290801807,32,1.1590490766044845,1.1593322199555414,0.9997557703079556,0.001481783390045166,0.03480384345739053,0.03480454999177794,0.9999796999418875,0.0
CauchyDensity,02,09,0.00630957344480193,162293.06290801807,32,1.3589432050478067,1.3589841896023849,0.9999698417723387,0.0015049338340759276,0.03773602605989734,0.03773756065326754,0.9999593351201393,0.0
CauchyDensity,02,10,0.00630957344480193,162293.06290801807,32,3.7614318313701487,3.7616513709255157,0.9999416374528847,0.0012891292572021484,0.0534083831693969,0.05341173988284679,0.9999371540141315,0.0
CauchyDensity,03,04,0.00630957344480193,162293.06290801807,32,1.6000459439786945,1.6002194846645221,0.9998915519480354,0.0011616349220275879,0.02513135922011104,0.025132565582561613,0.9999520000277484,0.0
CauchyDensity,03,05,0.00630957344480193,162293.06290801807,32,3.497983734271409,3.49773505256353,1.0000710979259841,0.0011054515838623048,0.04855285347562155,0.048551011656669994,1.000037935748169,0.0
CauchyDensity,03,06,0.00630957344480193,162293.06290801807,32,2.649904418383409,2.6499912439125235,0.999967235541131,0.0016497015953063966,0.036629020158886506,0.03662924586217134,0.9999938381673027,5.4943561553955075e-05
CauchyDensity,03,07,0.00630957344480193,162293.06290801807,32,1.7473874668648177,1.747151444705742,1.0001350896968841,0.0011016964912414552,0.030557560355680465,0.030558932189550074,0.9999551085796748,5.021095275878906e-05
CauchyDensity,03,08,0.00630957344480193,162293.06290801807,32,1.6708756558541171,1.6709268760043066,0.999969346264684,0.0005614161491394043,0.02719852794504559,0.027200460945266226,0.9999289350197217,0.0
CauchyDensity,03,09,0.00630957344480193,162293.06290801807,32,2.5448779931473604,2.5446763342293424,1.0000792473743343,0.001005268096923828,0.03571069390715271,0.03570891772978754,1.0000497404423905,0.0
CauchyDensity,03,10,0.00630957344480193,162293.06290801807,32,2.69526580385011,2.6953403490950545,0.9999723429195243,0.0015002250671386718,0.03544895196093497,0.03544966956315241,0.9999797571535565,0.0
CauchyDensity,04,05,0.00630957344480193,162293.06290801807,32,4.338140601678552,4.338095724502357,1.0000103449022442,0.001012134552001953,0.04969982298044593,0.04970046338803463,0.9999871146555778,0.0
CauchyDensity,04,06,0.00630957344480193,162293.06290801807,32,3.584767710924155,3.5849730298377196,0.9999427279056619,0.0015055179595947266,0.040394760625536805,0.04039791578790427,0.9999218978923559,0.0
CauchyDensity,04,07,0.00630957344480193,162293.06290801807,32,1.3990349116424676,1.3987764435207368,1.0001847815803075,0.0010245800018310546,0.02008897352960519,0.020088301444158595,1.000033456559205,0.0
CauchyDensity,04,08,0.00630957344480193,162293.06290801807,32,1.354530710068462,1.3544674914862112,1.0000466741229659,0.0009609341621398925,0.01791493972638367,0.017915826775852628,0.9999504879411899,0.0
CauchyDensity,04,09,0.00630957344480193,162293.06290801807,32,1.71535513441001,1.715141956786421,1.0001242915332724,0.0015049219131469727,0.023086843257407133,0.023086942397297368,0.999995705802504,0.0
CauchyDensity,04,10,0.00630957344480193,162293.06290801807,32,3.7100924455717763,3.710081424158185,1.0000029706662283,0.0019953131675720217,0.041498020516689584,0.04149762704880922,1.0000094816959026,0.0
CauchyDensity,05,06,0.00630957344480193,162293.06290801807,32,2.1402154181791966,2.1404182547923383,0.9999052350573597,0.0015049099922180176,0.026454796145625487,0.026457781514260436,0.9998871648163947,0.0
CauchyDensity,05,07,0.00630957344480193,162293.06290801807,32,3.896240571404284,3.8963936446968264,0.9999607141098922,0.0015237927436828613,0.04691733726652071,0.04692051612123903,0.999932250218431,0.0
CauchyDensity,05,08,0.00630957344480193,162293.06290801807,32,3.441237173788875,3.440898017948642,1.0000985660831747,0.0010482072830200195,0.04194253453432244,0.04194028862862119,1.0000535500773764,0.0
CauchyDensity,05,09,0.00630957344480193,162293.06290801807,32,3.890800329203043,3.8909130769902256,0.9999710227946624,0.0010165572166442871,0.04553438276675465,0.04553606216646756,0.9999631193468868,0.0
CauchyDensity,05,10,0.00630957344480193,162293.06290801807,32,1.8304335201040967,1.830614600400586,0.999901082239566,0.001243126392364502,0.024286628845600552,0.024290385287304053,0.9998453527328172,0.0
CauchyDensity,06,07,0.00630957344480193,162293.06290801807,32,2.7075246097386434,2.7070592779215854,1.0001718956880083,0.0007498979568481446,0.0326717411307128,0.0326672101678018,1.000138700638583,0.0
CauchyDensity,06,08,0.00630957344480193,162293.06290801807,32,2.6199830215919917,2.6198083554099902,1.0000666713584758,0.0013716340065002442,0.03184526481681745,0.031845538910790394,0.9999913930182275,0.0
CauchyDensity,06,09,0.00630957344480193,162293.06290801807,32,3.805286628474683,3.8053330756882433,0.9999877941792121,0.0008105874061584472,0.04457909918934019,0.044580057286426035,0.9999785083926724,0.0
CauchyDensity,06,10,0.00630957344480193,162293.06290801807,32,0.6661820364960239,0.6662526692853908,0.9998939849810393,0.0010001182556152344,0.010853563389956486,0.010857243053310131,0.9996610867661727,0.0
CauchyDensity,07,08,0.00630957344480193,162293.06290801807,32,0.9148980655929637,0.9150334020729731,0.9998520966778887,0.001005077362060547,0.012739170718498933,0.012744900716282388,0.9995504085978376,0.0
CauchyDensity,07,09,0.00630957344480193,162293.06290801807,32,2.2079013989840837,2.2079559788274454,0.9999752803752044,0.0010667681694030763,0.029125840271993435,0.029129037683205516,0.9998902328581241,0.0
CauchyDensity,07,10,0.00630957344480193,162293.06290801807,32,2.9037766920276398,2.903810188135496,0.9999884647736298,0.0010410547256469727,0.035062795869266125,0.03506273968309849,1.0000016024465899,0.0
CauchyDensity,08,09,0.00630957344480193,162293.06290801807,32,1.6186177243504236,1.6181946799579863,1.0002614298499908,0.001006150245666504,0.020112841490695733,0.020110373392906854,1.000122727596383,0.0
CauchyDensity,08,10,0.00630957344480193,162293.06290801807,32,2.8111568940754745,2.8112681792114564,0.9999604146140149,0.001522994041442871,0.03335865550977125,0.03336102672267015,0.999928922664203,0.0
CauchyDensity,09,10,0.00630957344480193,162293.06290801807,32,3.849778047551008,3.8499881002747878,0.9999454406823324,0.0015055179595947266,0.04475622976411762,0.04475874937928508,0.9999437067567256,0.0
CauchyDensity,01,02,0.01584893192461114,64610.03207477176,32,2.3234400541511646,2.323488873082246,0.9999789889542202,0.0011833429336547852,0.06404417932594936,0.0640382340217061,1.0000928399156237,0.0
CauchyDensity,01,03,0.01584893192461114,64610.03207477176,32,3.6614556083375396,3.6616192701671104,0.9999553034279385,0.0007079720497131347,0.06745867166968546,0.06746585354683296,0.9998935479687882,0.0
CauchyDensity,01,04,0.01584893192461114,64610.03207477176,32,2.2629397573267185,2.262796900359277,1.000063132916356,0.001505100727081299,0.05660255376293487,0.056602568313608645,0.9999997429326228,0.0
CauchyDensity,01,05,0.01584893192461114,64610.03207477176,32,5.983522568544517,5.983076936631194,1.0000744820629992,0.0009946584701538085,0.0847619745166184,0.08475339014916192,1.000101286419828,0.0
CauchyDensity,01,06,0.01584893192461114,64610.03207477176,32,5.367941741557863,5.3679910298633375,0.9999908181095684,0.0015051722526550292,0.07968084593076377,0.07968711197950176,0.9999213668486366,0.0
CauchyDensity,01,07,0.01584893192461114,64610.03207477176,32,3.178905448318662,3.1784775425786815,1.0001346260070265,0.0015003442764282226,0.06700323016727106,0.06699975385028475,1.0000518855187748,0.0
CauchyDensity,01,08,0.01584893192461114,64610.03207477176,32,3.197659443713208,3.1970547719546523,1.0001891340004119,0.0012140631675720214,0.06590136046178183,0.06589634973498344,1.0000760395199209,0.0
CauchyDensity,01,09,0.01584893192461114,64610.03207477176,32,2.7863977907456534,2.785857950685526,1.0001937787459676,0.0011672616004943849,0.06348442502333125,0.06348648164282619,0.9999676053950113,0.0
