Category,image1_index,image2_index,Noise,SNR,Resolution,Wasserstein Original,Wasserstein Noised,Wasserstein Ratio,Wasserstein Time,Fourier Original,Fourier Noised,Fourier Ratio,Fourier Time,L2 Original,L2 Noised,L2 Ratio,L2 Time
GRFmoderate,07,10,1e-05,99999.99999999999,32,1.3257574700842454,1.3254470369610272,1.0002342101302892,0.1601179599761963,0.7999498280966019,0.7997303268492345,1.0002744690803864,0.0011815547943115235,0.016167174181293396,0.01617511855255784,0.9995088523624338,0.0
GRFmoderate,08,09,1e-05,99999.99999999999,32,2.6999604513169735,2.6988825058212083,1.0003994043806799,0.14916090965270995,1.0374082347875033,1.0378519351572326,0.9995724820133789,0.0012038230895996093,0.01843176462568181,0.018443672784088972,0.9993543499417625,0.0
GRFmoderate,08,10,1e-05,99999.99999999999,32,3.2353604179485367,3.23732740462522,0.9993924041560106,0.12563581466674806,1.0869100224205275,1.0872016276043563,0.9997317837129517,0.001806497573852539,0.021633137505375984,0.021647923621242453,0.9993169730212851,0.0
GRFmoderate,09,10,1e-05,99999.99999999999,32,1.3442774144490863,1.34495063966255,0.9994994424378039,0.16794290542602539,0.7816211612327031,0.7817508576848796,0.9998340949026131,0.0020654678344726564,0.016071279924591973,0.01608470405221522,0.99916541034391,0.0
GRFmoderate,01,02,1.359356390878527e-05,73564.22544596405,32,1.9227648296344524,1.9223409762846835,1.000220488120993,0.26390061378479,0.9063254445403648,0.907323334438842,0.9989001827015785,0.0019356727600097657,0.015251063096615817,0.015280415402799296,0.998079089775393,0.0
GRFmoderate,01,03,1.359356390878527e-05,73564.22544596405,32,2.91687818622529,2.9148900921408845,1.0006820477004488,0.13785333633422853,0.9481764687145011,0.9485412829247817,0.9996153944832473,0.0012222766876220704,0.016827544880516285,0.016841033085490918,0.9991990868430599,0.0
GRFmoderate,01,04,1.359356390878527e-05,73564.22544596405,32,4.419116912092517,4.4218079081773345,0.9993914262806756,0.10318188667297364,1.4112539516408524,1.4115513492611318,0.9997893115114551,0.0016883373260498046,0.02101780476274351,0.02102956343631382,0.999440850324548,0.0
GRFmoderate,01,05,1.359356390878527e-05,73564.22544596405,32,2.3486037474810826,2.3479404479325683,1.0002825027138564,0.1094357967376709,0.9582271261658922,0.9583004181659811,0.9999235187643671,0.0017385005950927735,0.015090740545256545,0.015103125110986429,0.9991799997921705,0.0
GRFmoderate,01,06,1.359356390878527e-05,73564.22544596405,32,3.277135583576709,3.2755185196019907,1.0004936818293169,0.11138629913330078,1.4942299515689632,1.4936522119312805,1.0003867966271316,0.0017365455627441407,0.021791098550036973,0.021783219261462462,1.000361713687951,0.0
GRFmoderate,01,07,1.359356390878527e-05,73564.22544596405,32,1.7509130877321442,1.7518920645751295,0.9994411888364694,0.16393475532531737,0.971078659275728,0.9713258579306213,0.9997455038874185,0.0014675617218017577,0.015186836454931898,0.015193409603837239,0.9995673684132309,0.0
GRFmoderate,01,08,1.359356390878527e-05,73564.22544596405,32,3.5023211604703635,3.5012509051307155,1.0003056779901376,0.1176870346069336,1.1778366544436585,1.1785636469692387,0.9993831537843122,0.002146196365356445,0.019244692212396084,0.019255005904391595,0.9994643630832043,0.0
GRFmoderate,01,09,1.359356390878527e-05,73564.22544596405,32,1.5193092598249485,1.515269013780591,1.0026663556158104,0.12435264587402343,0.8320576215980025,0.8307386651673468,1.001587691154823,0.001563262939453125,0.01360256078171827,0.013617178761283188,0.9989265045409788,0.0
GRFmoderate,01,10,1.359356390878527e-05,73564.22544596405,32,1.1797195355062173,1.1820690020362534,0.9980124116900208,0.1489121437072754,0.5939716518576303,0.5945275947229502,0.9990648998124655,0.002069568634033203,0.013182814934135145,0.013201466009347362,0.9985871966644454,0.0
GRFmoderate,02,03,1.359356390878527e-05,73564.22544596405,32,3.192941086644957,3.191236981362318,1.0005339952164602,0.1620786190032959,1.1150414195098943,1.1151211110227564,0.9999285355536055,0.0017945289611816407,0.01902804010016767,0.019033394971287622,0.9997186591709976,0.0
GRFmoderate,02,04,1.359356390878527e-05,73564.22544596405,32,3.7046530871250103,3.698698001284663,1.0016100492222613,0.1538078784942627,1.0659565393026276,1.0650983371957485,1.000805749175366,0.0018101215362548828,0.020330796320343885,0.02033102644348004,0.9999886811845534,0.0
GRFmoderate,02,05,1.359356390878527e-05,73564.22544596405,32,1.7513678273039828,1.753027484581062,0.9990532622610444,0.17137727737426758,0.7530216303743316,0.753986088532107,0.9987208541743083,0.0017079353332519532,0.017495593032785202,0.017510210696714847,0.9991651920023791,0.0
GRFmoderate,02,06,1.359356390878527e-05,73564.22544596405,32,2.722949051081681,2.7224839444444813,1.0001708390744228,0.17022199630737306,0.9672257927043577,0.9675470676355928,0.999667949041466,0.0017520904541015625,0.019117442843221935,0.01912072788689522,0.9998281946329283,0.0
GRFmoderate,02,07,1.359356390878527e-05,73564.22544596405,32,1.9323131784746632,1.9316301280947008,1.0003536134428779,0.1924382209777832,0.8408331621735138,0.8404551742008806,1.0004497419781997,0.0015860557556152343,0.017529511615032554,0.01754110233564216,0.9993392250733265,0.0
GRFmoderate,02,08,1.359356390878527e-05,73564.22544596405,32,3.6981248239006117,3.6995118879179865,0.9996250683713426,0.11549487113952636,1.2288351423475599,1.2284922711801918,1.000279099165222,0.0014070987701416016,0.02048580546920201,0.020506970789571973,0.9989678963028159,0.0
GRFmoderate,02,09,1.359356390878527e-05,73564.22544596405,32,1.793405370688311,1.7926020036447654,1.0004481569483423,0.20662422180175782,0.7374935379477333,0.7375095483796148,0.9999782912208843,0.0011995792388916015,0.015081532926378267,0.01509257629482352,0.9992682913619565,0.00019993782043457032
GRFmoderate,02,10,1.359356390878527e-05,73564.22544596405,32,1.942172417585818,1.9423469654418084,0.999910135594157,0.15023746490478515,0.8542542363027736,0.8540630991634307,1.0002237974448611,0.001800870895385742,0.017413644293678383,0.017428151312417647,0.9991676100075556,0.0
GRFmoderate,03,04,1.359356390878527e-05,73564.22544596405,32,3.2612283185185285,3.2626876907531703,0.9995527085725128,0.1381369113922119,1.3675090405827992,1.3677005668534463,0.9998599647647382,0.001455831527709961,0.021955897783021632,0.021960984589414884,0.9997683707498386,0.0
GRFmoderate,03,05,1.359356390878527e-05,73564.22544596405,32,2.4797893435653844,2.4825708801252415,0.9988795741615576,0.10476903915405274,1.0580862355695304,1.0589855215157833,0.9991508043047032,0.001997232437133789,0.02005513657386883,0.020080770815337306,0.9987234433526377,0.0
GRFmoderate,03,06,1.359356390878527e-05,73564.22544596405,32,2.9653819651438234,2.963904302677529,1.0004985526911105,0.11886558532714844,1.3199813685930806,1.3204234774544001,0.999665176461288,0.0013188362121582032,0.022184903449538843,0.02219643806954288,0.9994803391441501,0.0
GRFmoderate,03,07,1.359356390878527e-05,73564.22544596405,32,2.6516448212356014,2.6515518167711654,1.0000350754844192,0.20342659950256348,1.4243815623068972,1.4245238859492682,0.9999000903784241,0.001896238327026367,0.021871070530968637,0.02189031570974132,0.9991208359428038,0.0
GRFmoderate,03,08,1.359356390878527e-05,73564.22544596405,32,1.6856900266555186,1.6839657789006224,1.0010239208994032,0.17231760025024415,0.920243772762928,0.919339606795738,1.0009834950659218,0.001005268096923828,0.01760311122360019,0.017603406583192253,0.9999832214525827,0.0
GRFmoderate,03,09,1.359356390878527e-05,73564.22544596405,32,2.2716956189538546,2.2722171010299066,0.999770496368584,0.21564702987670897,1.1916205751705435,1.1911107848359148,1.0004279957339979,0.001689767837524414,0.020298698019692352,0.020310954006386835,0.9993965824209622,0.0
GRFmoderate,03,10,1.359356390878527e-05,73564.22544596405,32,2.5227534966808776,2.5195150803295645,1.0012853331883569,0.13377866744995118,0.9290092216497771,0.9293847908237254,0.9995958948568381,0.001234579086303711,0.019564684334208222,0.019566232096280955,0.9999208962632603,0.0
GRFmoderate,04,05,1.359356390878527e-05,73564.22544596405,32,2.6724163893076103,2.6726933673552096,0.9998963674430511,0.1466742992401123,0.8712986991341582,0.8717152335819218,0.9995221668364656,0.0015860557556152343,0.019627706573535998,0.019627435591952503,1.0000138062653283,0.0
GRFmoderate,04,06,1.359356390878527e-05,73564.22544596405,32,2.626749354174171,2.6273651910997247,0.9997656066512415,0.13480215072631835,0.8949636815626545,0.8948457870074851,1.000131748460887,0.0015828609466552734,0.02177915240293016,0.02179534705520663,0.9992569674511056,0.0
GRFmoderate,04,07,1.359356390878527e-05,73564.22544596405,32,3.8111710073922795,3.80814292413665,1.0007951600861504,0.13855323791503907,1.2604586437391025,1.2596316049267386,1.0006565719763851,0.0014087677001953125,0.02191679700884238,0.021913528384460097,1.000149160113558,0.0
GRFmoderate,04,08,1.359356390878527e-05,73564.22544596405,32,3.8131592231978146,3.81214389447445,1.0002663406081906,0.09399285316467285,1.4394621396332892,1.439506102570037,0.9999694597079725,0.001669454574584961,0.023198974597431615,0.023206816616715663,0.9996620812146032,0.0
GRFmoderate,04,09,1.359356390878527e-05,73564.22544596405,32,3.881570710817169,3.8779894682802847,1.000923479180688,0.09308762550354004,1.037774923174734,1.0366525694632087,1.0010826710361664,0.001203632354736328,0.019627563317430412,0.019618163406294853,1.0004791432786488,0.0
GRFmoderate,04,10,1.359356390878527e-05,73564.22544596405,32,4.090978199708256,4.088440674356765,1.000620658474368,0.1114424705505371,1.3763176532488286,1.3757161714086812,1.0004372136147324,0.0016739845275878906,0.02295891190242031,0.02295202370953977,1.0003001126596813,0.0
GRFmoderate,05,06,1.359356390878527e-05,73564.22544596405,32,1.7040716231935409,1.7023628952517875,1.0010037389480935,0.17889676094055176,0.9342351335924787,0.9337628961951658,1.0005057358771023,0.001408529281616211,0.018592654589217585,0.018599688516671396,0.999621825524255,0.0
GRFmoderate,05,07,1.359356390878527e-05,73564.22544596405,32,1.7114596767661936,1.7086790904483862,1.001627330920915,0.11621146202087403,0.7438843935925282,0.7426335886293414,1.001684282777319,0.0015940189361572266,0.015472291584438178,0.015476082556866158,0.9997550431503547,0.0
GRFmoderate,05,08,1.359356390878527e-05,73564.22544596405,32,2.954172535402299,2.953029148494954,1.000387191202609,0.16708641052246093,0.9069830953312816,0.9062895842656434,1.000765220165473,0.0013041973114013671,0.019133675557210125,0.019137809760024504,0.9997839772227742,0.0
GRFmoderate,05,09,1.359356390878527e-05,73564.22544596405,32,1.8170646084453905,1.8191743087295928,0.998840297890049,0.1274789810180664,0.616094656591878,0.6162878868310769,0.9996864610787785,0.0012146472930908204,0.015374176851851105,0.01537391922853996,1.0000167571656464,0.0
GRFmoderate,05,10,1.359356390878527e-05,73564.22544596405,32,1.9974799618991232,1.9963286466575432,1.000576716285421,0.08950386047363282,0.7885232186544894,0.7888122711458667,0.9996335598444007,0.0011903762817382813,0.015483176793253693,0.015509395420361902,0.9983095003771851,0.00020012855529785156
GRFmoderate,06,07,1.359356390878527e-05,73564.22544596405,32,2.627803336275717,2.6261685422327288,1.0006225015709,0.12008142471313477,1.2693823263965294,1.2686002352183565,1.0006164993166964,0.0015574455261230468,0.01919015742825022,0.019191330746087684,0.999938862090754,0.0
GRFmoderate,06,08,1.359356390878527e-05,73564.22544596405,32,3.3193508581354405,3.322667967553113,0.9990016729176477,0.11943869590759278,1.4274479878486044,1.4284071466264106,0.9993285116361456,0.0018234729766845703,0.02297707868615151,0.022998347360769923,0.9990752085667384,0.0
GRFmoderate,06,09,1.359356390878527e-05,73564.22544596405,32,2.75552200536174,2.754466448057076,1.0003832166136597,0.11743125915527344,1.0991598819806738,1.0984938516850808,1.0006063122652633,0.001924896240234375,0.018461094711952755,0.01846237391729339,0.9999307128462263,0.0
GRFmoderate,06,10,1.359356390878527e-05,73564.22544596405,32,2.7916752825352193,2.792214937260723,0.999806728802177,0.10082306861877441,1.3412877231381444,1.3414148726528454,0.9999052123863443,0.0016958236694335938,0.022027347351480406,0.022035548859287546,0.9996278056035948,0.0
GRFmoderate,07,08,1.359356390878527e-05,73564.22544596405,32,3.024684787191452,3.025814270030371,0.9996267177235213,0.14204163551330568,1.2686481877035343,1.268770196977837,0.9999038365855428,0.0015785694122314453,0.01979872027698721,0.019809669383600834,0.9994472847374885,0.0
GRFmoderate,07,09,1.359356390878527e-05,73564.22544596405,32,1.006003169073174,1.0066043990185376,0.9994027147646586,0.13047890663146972,0.5689549588593096,0.5692546109764277,0.9994736061661333,0.0022507667541503905,0.013176896160180978,0.013187988814970542,0.9991588819989768,0.0
GRFmoderate,07,10,1.359356390878527e-05,73564.22544596405,32,1.3257574700842454,1.3270439747036664,0.9990305486148578,0.16137123107910156,0.7999498280966019,0.8002135244456576,0.999670467517731,0.0017357349395751953,0.016167174181293396,0.01617864148628134,0.9992912071759754,0.0
GRFmoderate,08,09,1.359356390878527e-05,73564.22544596405,32,2.6999604513169735,2.702866204546064,0.9989249363419458,0.16644620895385742,1.0374082347875033,1.0380080817177937,0.9994221172832318,0.0016493797302246094,0.01843176462568181,0.018448451385806815,0.9990954926364258,0.0
GRFmoderate,08,10,1.359356390878527e-05,73564.22544596405,32,3.2353604179485367,3.2354893737096746,0.9999601433519808,0.11673455238342285,1.0869100224205275,1.0865671400770232,1.000315564801159,0.0017291545867919923,0.021633137505375984,0.021644942831533988,0.9994545919455696,0.0
GRFmoderate,09,10,1.359356390878527e-05,73564.22544596405,32,1.3442774144490863,1.3439603089701022,1.0002359485446612,0.14071412086486818,0.7816211612327031,0.7812298190427663,1.0005009309429795,0.0012951374053955078,0.016071279924591973,0.01607594720342822,0.9997096731671742,0.0
GRFmoderate,01,02,1.8478497974222908e-05,54116.952654646375,32,1.9227648296344524,1.9253275206625742,0.9986689583976653,0.2326061725616455,0.9063254445403648,0.9084802244946969,0.9976281487519107,0.0016236305236816406,0.015251063096615817,0.015288372226986261,0.9975596401097176,0.0
GRFmoderate,01,03,1.8478497974222908e-05,54116.952654646375,32,2.91687818622529,2.9133766974799036,1.001201866119275,0.14422144889831542,0.9481764687145011,0.948652526613014,0.9994981746370164,0.001397705078125,0.016827544880516285,0.016841349498823037,0.9991803140058511,0.00020022392272949218
GRFmoderate,01,04,1.8478497974222908e-05,54116.952654646375,32,4.419116912092517,4.421964896561276,0.9993559459345835,0.11177201271057129,1.4112539516408524,1.4121413255648065,0.999371611107267,0.0015514373779296875,0.02101780476274351,0.021062163005531764,0.9978939369723515,0.00019989013671875
GRFmoderate,01,05,1.8478497974222908e-05,54116.952654646375,32,2.3486037474810826,2.351580064044147,0.9987343333069656,0.1128504753112793,0.9582271261658922,0.958542894875371,0.9996705742526839,0.0012871265411376954,0.015090740545256545,0.015119563950929674,0.9980936351228994,0.0
GRFmoderate,01,06,1.8478497974222908e-05,54116.952654646375,32,3.277135583576709,3.2800452909755995,0.9991129063348925,0.10539565086364747,1.4942299515689632,1.4935496181281551,1.0004555144553287,0.001796579360961914,0.021791098550036973,0.021808151525857182,0.9992180457935653,0.0
GRFmoderate,01,07,1.8478497974222908e-05,54116.952654646375,32,1.7509130877321442,1.7511554407755483,0.9998616039228951,0.15514402389526366,0.971078659275728,0.9721651025088036,0.9988824498737181,0.001265239715576172,0.015186836454931898,0.015212574088052844,0.9983081342465797,0.0
GRFmoderate,01,08,1.8478497974222908e-05,54116.952654646375,32,3.5023211604703635,3.4968296026522068,1.0015704390668598,0.12382597923278808,1.1778366544436585,1.1765901679935538,1.001059405801623,0.002093505859375,0.019244692212396084,0.019243886280628224,1.0000418798862198,0.0
GRFmoderate,01,09,1.8478497974222908e-05,54116.952654646375,32,1.5193092598249485,1.5170077132455424,1.0015171620811882,0.11811695098876954,0.8320576215980025,0.8320090111866774,1.00005842534236,0.0017355918884277345,0.01360256078171827,0.013614179329355611,0.9991465847954354,0.0
GRFmoderate,01,10,1.8478497974222908e-05,54116.952654646375,32,1.1797195355062173,1.177243783106018,1.0021030074108077,0.17940092086791992,0.5939716518576303,0.5936320948782853,1.0005719990247743,0.001697874069213867,0.013182814934135145,0.01320954944156938,0.9979761226866601,0.0
GRFmoderate,02,03,1.8478497974222908e-05,54116.952654646375,32,3.192941086644957,3.1904927490227024,1.0007673854212658,0.13757686614990233,1.1150414195098943,1.1154193869224511,0.9996611432282887,0.0013931751251220702,0.01902804010016767,0.01905361887866968,0.9986575369925843,0.0
GRFmoderate,02,04,1.8478497974222908e-05,54116.952654646375,32,3.7046530871250103,3.7036289082026963,1.0002765338935673,0.16283955574035644,1.0659565393026276,1.0656568160873467,1.0002812567899497,0.0016349315643310546,0.020330796320343885,0.02036381904779775,0.998378362753256,0.0
GRFmoderate,02,05,1.8478497974222908e-05,54116.952654646375,32,1.7513678273039828,1.753688600287734,0.9986766333638877,0.17120065689086914,0.7530216303743316,0.7523153255148157,1.0009388415144043,0.0016200542449951172,0.017495593032785202,0.017518433273892513,0.9986962166792992,0.0
GRFmoderate,02,06,1.8478497974222908e-05,54116.952654646375,32,2.722949051081681,2.7228358696822847,1.0000415674703924,0.18117599487304686,0.9672257927043577,0.9678698685441599,0.9993345429372948,0.0012466907501220703,0.019117442843221935,0.019131300555386997,0.9992756523726684,0.0
GRFmoderate,02,07,1.8478497974222908e-05,54116.952654646375,32,1.9323131784746632,1.9321003323033423,1.0001101631047633,0.17358474731445311,0.8408331621735138,0.8403949008174069,1.000521494544625,0.0015172481536865235,0.017529511615032554,0.017539345293792856,0.9994393360415921,0.00021514892578125
GRFmoderate,02,08,1.8478497974222908e-05,54116.952654646375,32,3.6981248239006117,3.697813725287548,1.0000841304176402,0.14525880813598632,1.2288351423475599,1.2283052687071065,1.0004313859542515,0.0018090248107910157,0.02048580546920201,0.020500539156078346,0.9992813024689662,0.00019941329956054687
GRFmoderate,02,09,1.8478497974222908e-05,54116.952654646375,32,1.793405370688311,1.7919004148479363,1.0008398657804332,0.17302727699279785,0.7374935379477333,0.7380381897880653,0.9992620275646055,0.00158538818359375,0.015081532926378267,0.015103837303436623,0.998523264213573,0.0
GRFmoderate,02,10,1.8478497974222908e-05,54116.952654646375,32,1.942172417585818,1.9450350765444662,0.9985282224505,0.13878211975097657,0.8542542363027736,0.8549927450619552,0.9991362397360132,0.001666116714477539,0.017413644293678383,0.017418300387553348,0.9997326895408066,0.0
GRFmoderate,03,04,1.8478497974222908e-05,54116.952654646375,32,3.2612283185185285,3.264841648915737,0.9988932601376216,0.145184326171875,1.3675090405827992,1.3671153800022116,1.0002879497856187,0.0012912750244140625,0.021955897783021632,0.021976528620288854,0.9990612331172187,0.0
GRFmoderate,03,05,1.8478497974222908e-05,54116.952654646375,32,2.4797893435653844,2.480617188138483,0.9996662747573236,0.12037420272827148,1.0580862355695304,1.0587025128788305,0.9994178937881008,0.0015832901000976563,0.02005513657386883,0.020070796461835922,0.9992197674867128,0.0
GRFmoderate,03,06,1.8478497974222908e-05,54116.952654646375,32,2.9653819651438234,2.9663730983316943,0.9996658770980534,0.11836538314819336,1.3199813685930806,1.3203791213018605,0.999698758710765,0.0014005184173583984,0.022184903449538843,0.022198209368532295,0.9994005859313898,0.0
GRFmoderate,03,07,1.8478497974222908e-05,54116.952654646375,32,2.6516448212356014,2.653337587333488,0.9993620238502754,0.2278980255126953,1.4243815623068972,1.4256440918871207,0.9991144146092225,0.001315736770629883,0.021871070530968637,0.021895394023885982,0.9988891045810452,0.00019006729125976564
GRFmoderate,03,08,1.8478497974222908e-05,54116.952654646375,32,1.6856900266555186,1.686031121310632,0.9997976937372021,0.18262109756469727,0.920243772762928,0.9208723941468397,0.9993173632004746,0.00209193229675293,0.01760311122360019,0.01761639461034539,0.9992459645098211,0.0
GRFmoderate,03,09,1.8478497974222908e-05,54116.952654646375,32,2.2716956189538546,2.2704898838434704,1.0005310462376265,0.22322816848754884,1.1916205751705435,1.1924598531625268,0.9992961792468255,0.0015397071838378906,0.020298698019692352,0.02032487712244179,0.998711967477504,0.0
GRFmoderate,03,10,1.8478497974222908e-05,54116.952654646375,32,2.5227534966808776,2.5245878752547655,0.999273394841246,0.14880962371826173,0.9290092216497771,0.9310755052851354,0.9977807561001988,0.00164794921875,0.019564684334208222,0.019593174789093,0.9985458990086366,0.0
GRFmoderate,04,05,1.8478497974222908e-05,54116.952654646375,32,2.6724163893076103,2.671353259173485,1.0003979743714069,0.13849277496337892,0.8712986991341582,0.8710746095499639,1.0002572564757801,0.0017105579376220704,0.019627706573535998,0.01962549654807311,1.0001126099132052,0.0
GRFmoderate,04,06,1.8478497974222908e-05,54116.952654646375,32,2.626749354174171,2.6272655850985456,0.9998035101866738,0.14998297691345214,0.8949636815626545,0.8951754375125434,0.9997634475422189,0.001081085205078125,0.02177915240293016,0.02179378977265046,0.999328369692789,0.0
GRFmoderate,04,07,1.8478497974222908e-05,54116.952654646375,32,3.8111710073922795,3.8173610002820366,0.9983784627942446,0.14807276725769042,1.2604586437391025,1.2622363026629464,0.9985916591686569,0.0018297672271728516,0.02191679700884238,0.021934165493007512,0.999208153865226,0.0
GRFmoderate,04,08,1.8478497974222908e-05,54116.952654646375,32,3.8131592231978146,3.8128045505302097,1.0000930214656703,0.11709141731262207,1.4394621396332892,1.4397404306053632,0.9998067075382769,0.0015718460083007813,0.023198974597431615,0.023224433878566476,0.998903771723006,0.0
GRFmoderate,04,09,1.8478497974222908e-05,54116.952654646375,32,3.881570710817169,3.882180638707024,0.999842890389032,0.11438908576965331,1.037774923174734,1.0387303431763915,0.9990802040125872,0.0011989593505859375,0.019627563317430412,0.019649133688029573,0.9989022228184898,0.00010085105895996094
GRFmoderate,04,10,1.8478497974222908e-05,54116.952654646375,32,4.090978199708256,4.093669538411929,0.9993425608299793,0.12087759971618653,1.3763176532488286,1.3770014481569977,0.9995034174371535,0.0011942386627197266,0.02295891190242031,0.0229916623413634,0.9985755514996335,0.0
GRFmoderate,05,06,1.8478497974222908e-05,54116.952654646375,32,1.7040716231935409,1.7020144660975334,1.0012086601712171,0.20635862350463868,0.9342351335924787,0.9342443307764319,0.9999901554832604,0.001563882827758789,0.018592654589217585,0.01860275512038182,0.9994570411157447,0.00019659996032714844
GRFmoderate,05,07,1.8478497974222908e-05,54116.952654646375,32,1.7114596767661936,1.7082175443891168,1.0018979622283626,0.1075411319732666,0.7438843935925282,0.7417625699405805,1.002860515935871,0.0017352104187011719,0.015472291584438178,0.015486974039459384,0.9990519481091789,0.0
GRFmoderate,05,08,1.8478497974222908e-05,54116.952654646375,32,2.954172535402299,2.955562137813618,0.9995298348177019,0.1355945110321045,0.9069830953312816,0.9080926610389494,0.9987781360259004,0.0014568328857421874,0.019133675557210125,0.01914963084045837,0.9991668098784162,0.0
GRFmoderate,05,09,1.8478497974222908e-05,54116.952654646375,32,1.8170646084453905,1.8221205061822665,0.9972252670886904,0.1259613513946533,0.616094656591878,0.618341379314123,0.9963665334434886,0.0014314651489257812,0.015374176851851105,0.015425518204942867,0.996671661048294,0.0
GRFmoderate,05,10,1.8478497974222908e-05,54116.952654646375,32,1.9974799618991232,1.9938176011024555,1.001836858494299,0.10457673072814941,0.7885232186544894,0.7876228739171311,1.0011431165436835,0.0019644737243652345,0.015483176793253693,0.015493840216998091,0.9993117636689773,0.0
GRFmoderate,06,07,1.8478497974222908e-05,54116.952654646375,32,2.627803336275717,2.631013557720177,0.9987798537050332,0.10488300323486328,1.2693823263965294,1.2699112902876766,0.9995834639039808,0.001360321044921875,0.01919015742825022,0.01920780065256318,0.9990814552570543,0.0
GRFmoderate,06,08,1.8478497974222908e-05,54116.952654646375,32,3.3193508581354405,3.3185864933142524,1.000230328431315,0.11555266380310059,1.4274479878486044,1.426707080544245,1.0005193128389582,0.0011821746826171874,0.02297707868615151,0.02299111584186701,0.9993894530473402,0.0
GRFmoderate,06,09,1.8478497974222908e-05,54116.952654646375,32,2.75552200536174,2.7514986594120203,1.0014622380192544,0.12244143486022949,1.0991598819806738,1.0983647939113739,1.0007238834253496,0.0017047405242919921,0.018461094711952755,0.018468299930625355,0.9996098602091331,0.0
GRFmoderate,06,10,1.8478497974222908e-05,54116.952654646375,32,2.7916752825352193,2.789489245262129,1.000783669367718,0.11320009231567382,1.3412877231381444,1.3408766795098368,1.0003065484205884,0.0021138668060302736,0.022027347351480406,0.02204670512160334,0.9991219653904672,0.0
GRFmoderate,07,08,1.8478497974222908e-05,54116.952654646375,32,3.024684787191452,3.0228974237921338,1.0005912749090493,0.12429628372192383,1.2686481877035343,1.2691115852899126,0.9996348645842102,0.0015040874481201173,0.01979872027698721,0.019828756830367278,0.9984852023938249,0.0
GRFmoderate,07,09,1.8478497974222908e-05,54116.952654646375,32,1.006003169073174,1.0088302097311288,0.9971977042016732,0.1245048999786377,0.5689549588593096,0.5696848042889664,0.9987188609838948,0.0016125202178955077,0.013176896160180978,0.01321822331726702,0.9968734711092333,0.00019869804382324218
GRFmoderate,07,10,1.8478497974222908e-05,54116.952654646375,32,1.3257574700842454,1.3292738249573923,0.9973546798205707,0.17020955085754394,0.7999498280966019,0.800483236343226,0.9993336422021017,0.0016638278961181641,0.016167174181293396,0.01617945157574833,0.9992411736332686,0.0
GRFmoderate,08,09,1.8478497974222908e-05,54116.952654646375,32,2.6999604513169735,2.6977276140919497,1.0008276733400956,0.13502874374389648,1.0374082347875033,1.0374447988501656,0.999964755654756,0.0012914657592773438,0.01843176462568181,0.018448775319202238,0.9990779499871343,0.00021462440490722657
GRFmoderate,08,10,1.8478497974222908e-05,54116.952654646375,32,3.2353604179485367,3.231896065633806,1.0010719256573777,0.12715620994567872,1.0869100224205275,1.0864259564362944,1.0004455581913938,0.001419401168823242,0.021633137505375984,0.021644327419643027,0.9994830093793126,0.0
GRFmoderate,09,10,1.8478497974222908e-05,54116.952654646375,32,1.3442774144490863,1.3456667249060181,0.9989675672057442,0.1549924373626709,0.7816211612327031,0.7819514024305585,0.9995776704321664,0.0013936519622802734,0.016071279924591973,0.016111704419711482,0.9974909858034602,0.0
GRFmoderate,01,02,2.5118864315095822e-05,39810.71705534969,32,1.9227648296344524,1.9292402838816975,0.9966435211303921,0.20814237594604493,0.9063254445403648,0.9078718788505602,0.9982966381642382,0.0019080638885498047,0.015251063096615817,0.015320041575660897,0.9954975005319393,0.0
GRFmoderate,01,03,2.5118864315095822e-05,39810.71705534969,32,2.91687818622529,2.9158329983783546,1.0003584525751361,0.09948267936706542,0.9481764687145011,0.9469814177427882,1.0012619582067,0.0018038749694824219,0.016827544880516285,0.016856158819467115,0.9983024638497245,0.0
GRFmoderate,01,04,2.5118864315095822e-05,39810.71705534969,32,4.419116912092517,4.420332695428688,0.9997249565994368,0.09907336235046386,1.4112539516408524,1.4118358418379793,0.9995878485445098,0.001504993438720703,0.02101780476274351,0.02104473677482589,0.9987202495155655,0.0
GRFmoderate,01,05,2.5118864315095822e-05,39810.71705534969,32,2.3486037474810826,2.3591168878345594,0.9955436119305107,0.10095376968383789,0.9582271261658922,0.960065742719127,0.9980849055732085,0.0017835617065429688,0.015090740545256545,0.015145019380372776,0.9964160603725226,0.0
GRFmoderate,01,06,2.5118864315095822e-05,39810.71705534969,32,3.277135583576709,3.276984590224457,1.0000460769186106,0.11834130287170411,1.4942299515689632,1.4929152806972934,1.0008806064809357,0.001584768295288086,0.021791098550036973,0.021809652880348973,0.9991492606318041,0.0
GRFmoderate,01,07,2.5118864315095822e-05,39810.71705534969,32,1.7509130877321442,1.7590228456087817,0.9953896233372507,0.13638486862182617,0.971078659275728,0.9731656882915132,0.9978554227292485,0.0014069080352783203,0.015186836454931898,0.015257381887697954,0.995376308118568,0.0
GRFmoderate,01,08,2.5118864315095822e-05,39810.71705534969,32,3.5023211604703635,3.5043603435555006,0.9994181011981581,0.12875242233276368,1.1778366544436585,1.1792961319320159,0.9987624164543248,0.001623678207397461,0.019244692212396084,0.019281458942387246,0.9980931562232391,0.0
