Category,image1_index,image2_index,Noise,SNR,Resolution,Wasserstein Original,Wasserstein Noised,Wasserstein Ratio,Wasserstein Time,Fourier Original,Fourier Noised,Fourier Ratio,Fourier Time,L2 Original,L2 Noised,L2 Ratio,L2 Time
CauchyDensity,03,09,1.359356390878527e-05,73564.22544596405,32,7.026611752822554,7.023023310530216,1.0005109540626125,0.08743171691894532,2.5448779931473604,2.543895094661597,1.0003863754003954,0.001908254623413086,0.03571069390715271,0.035713290609686914,0.9999272903031372,0.0
CauchyDensity,03,10,1.359356390878527e-05,73564.22544596405,32,6.902570337774578,6.908060181527935,0.9992052987945825,0.08007540702819824,2.69526580385011,2.6972485886911253,0.9992648861327322,0.0016708850860595703,0.03544895196093497,0.03547296691391629,0.999323006924129,0.0
CauchyDensity,04,05,1.359356390878527e-05,73564.22544596405,32,10.942000290153024,10.941703006041294,1.0000271698209653,0.09428219795227051,4.338140601678552,4.337830756710021,1.0000714285517138,0.0011239051818847656,0.04969982298044593,0.04970782273688553,0.999839064436961,0.0
CauchyDensity,04,06,1.359356390878527e-05,73564.22544596405,32,9.19419440937291,9.19431693979829,0.9999866732432456,0.08214406967163086,3.584767710924155,3.585044614982568,0.9999227613354501,0.001626300811767578,0.040394760625536805,0.04039989266800429,0.9998729689083666,0.0
CauchyDensity,04,07,1.359356390878527e-05,73564.22544596405,32,3.7087342625966317,3.710416068595181,0.9995467338520917,0.07673954963684082,1.3990349116424676,1.4004066664772181,0.9990204596510518,0.0011821746826171874,0.02008897352960519,0.020108771431482052,0.9990154594006739,0.0
CauchyDensity,04,08,1.359356390878527e-05,73564.22544596405,32,2.332217040155842,2.326734284138031,1.0023564169124033,0.08355550765991211,1.354530710068462,1.352607732081028,1.0014216819420925,0.001193857192993164,0.01791493972638367,0.017904705960042365,1.0005715685230545,0.0
CauchyDensity,04,09,1.359356390878527e-05,73564.22544596405,32,4.186314022487144,4.184233205148597,1.0004972995615988,0.07273449897766113,1.71535513441001,1.7152854504440356,1.0000406252883194,0.0014254093170166016,0.023086843257407133,0.023088221056864224,0.9999403245727032,0.0
CauchyDensity,04,10,1.359356390878527e-05,73564.22544596405,32,9.931795629011257,9.932605080739922,0.9999185055962574,0.08229784965515137,3.7100924455717763,3.710979579797889,0.9997609433824584,0.0014694690704345702,0.041498020516689584,0.041514447473692664,0.999604307463962,0.00011963844299316407
CauchyDensity,05,06,1.359356390878527e-05,73564.22544596405,32,5.917077539502881,5.913744849463602,1.0005635498527776,0.08703179359436035,2.1402154181791966,2.1387984980799986,1.000662484147277,0.0011922836303710938,0.026454796145625487,0.026446668726704387,1.0003073135223604,0.0
CauchyDensity,05,07,1.359356390878527e-05,73564.22544596405,32,11.694815730001588,11.694184478657824,1.0000539799372001,0.09124808311462403,3.896240571404284,3.8968585966048943,0.9998414042528644,0.0014061927795410156,0.04691733726652071,0.04693038333557116,0.9997220123058198,0.0
CauchyDensity,05,08,1.359356390878527e-05,73564.22544596405,32,10.531209649268819,10.531902557573684,0.9999342086293452,0.10579581260681152,3.441237173788875,3.441223393747485,1.000004004401869,0.002001237869262695,0.04194253453432244,0.041952524642682086,0.9997618711044273,0.0
CauchyDensity,05,09,1.359356390878527e-05,73564.22544596405,32,12.154991946641232,12.14787864373516,1.0005855592663284,0.0930553913116455,3.890800329203043,3.8889947709644246,1.0004642737635183,0.0015817642211914062,0.04553438276675465,0.045516129300188266,1.000401032927163,0.0
CauchyDensity,05,10,1.359356390878527e-05,73564.22544596405,32,5.517677443559573,5.5160134344814935,1.0003016687863153,0.0776021957397461,1.8304335201040967,1.8305419484691743,0.9999407670689173,0.0016859054565429687,0.024286628845600552,0.024293989734949947,0.9996970078019418,0.0
CauchyDensity,06,07,1.359356390878527e-05,73564.22544596405,32,8.12975741110988,8.128236261703758,1.0001871438473422,0.11057143211364746,2.7075246097386434,2.7073233731374766,1.000074330463499,0.0016518115997314453,0.0326717411307128,0.03268214834477875,0.9996815627309392,0.0
CauchyDensity,06,08,1.359356390878527e-05,73564.22544596405,32,8.122736779635392,8.118877058914503,1.0004754008088657,0.08038911819458008,2.6199830215919917,2.619577502127889,1.0001548033848104,0.0014106273651123048,0.03184526481681745,0.031844847510351756,1.0000131043637612,0.0
CauchyDensity,06,09,1.359356390878527e-05,73564.22544596405,32,11.944110999898982,11.946169514303097,0.9998276841458134,0.08643784523010253,3.805286628474683,3.8057464256065883,0.9998791834556261,0.001306009292602539,0.04457909918934019,0.04458897737563898,0.9997784612502869,0.0
CauchyDensity,06,10,1.359356390878527e-05,73564.22544596405,32,1.4820528636614776,1.4825805532349687,0.9996440735902412,0.0846104621887207,0.6661820364960239,0.6664755050973448,0.999559670836998,0.0016017436981201171,0.010853563389956486,0.01087079329932882,0.998415027413556,0.0
CauchyDensity,07,08,1.359356390878527e-05,73564.22544596405,32,2.4986850374145835,2.497465683326758,1.000488236573566,0.08369603157043456,0.9148980655929637,0.9153772924607821,0.9994764706621353,0.0012012004852294921,0.012739170718498933,0.012751244639605665,0.9990531182290057,0.0
CauchyDensity,07,09,1.359356390878527e-05,73564.22544596405,32,7.175793774262546,7.1790902167026545,0.999540827271896,0.12242679595947266,2.2079013989840837,2.2086442946818674,0.9996636417645103,0.0012221813201904296,0.029125840271993435,0.02914316252827015,0.9994056150817567,0.0
CauchyDensity,07,10,1.359356390878527e-05,73564.22544596405,32,8.901178319085625,8.899516199074439,1.000186765209929,0.08760104179382325,2.9037766920276398,2.90409975926498,0.9998887547728655,0.0015705108642578125,0.035062795869266125,0.03506919957099164,0.9998173981213186,0.0
CauchyDensity,08,09,1.359356390878527e-05,73564.22544596405,32,4.994826555479654,4.998165660081241,0.9993319339876515,0.11293373107910157,1.6186177243504236,1.6190027452920073,0.9997621863565684,0.0010936260223388672,0.020112841490695733,0.020127021005486717,0.9992954985843598,0.0
CauchyDensity,08,10,1.359356390878527e-05,73564.22544596405,32,8.949840342096863,8.95166277168288,0.9997964144056251,0.08214683532714843,2.8111568940754745,2.811945724466126,0.9997194716868865,0.0017113208770751954,0.03335865550977125,0.033374969700919924,0.99951118484017,0.0
CauchyDensity,09,10,1.359356390878527e-05,73564.22544596405,32,12.629833542618096,12.627113661157079,1.0002154000933232,0.0870863914489746,3.849778047551008,3.84916518370364,1.0001592199394203,0.0008851528167724609,0.04475622976411762,0.04475385653428747,1.0000530284988587,0.0
CauchyDensity,01,02,1.8478497974222908e-05,54116.952654646375,32,3.85597850768735,3.84113896696307,1.0038633178471053,0.08183741569519043,2.3234400541511646,2.322428748192664,1.000435451877388,0.0012552261352539063,0.06404417932594936,0.06402064096049842,1.0003676683815999,0.0
CauchyDensity,01,03,1.8478497974222908e-05,54116.952654646375,32,6.693772467983513,6.671919682852639,1.0032753369599214,0.07822670936584472,3.6614556083375396,3.660812181814996,1.0001757605937118,0.0017396926879882813,0.06745867166968546,0.06745100750109662,1.0001136257095746,0.0
CauchyDensity,01,04,1.8478497974222908e-05,54116.952654646375,32,3.9583661471910023,3.9505322341528535,1.0019830019283031,0.08319950103759766,2.2629397573267185,2.264373413238821,0.9993668641825061,0.0015326499938964843,0.05660255376293487,0.05661040332640427,0.9998613406192473,0.0
CauchyDensity,01,05,1.8478497974222908e-05,54116.952654646375,32,13.191541672532496,13.151242311559859,1.0030643006963087,0.0756185531616211,5.983522568544517,5.98254647305542,1.0001631571929266,0.001405477523803711,0.0847619745166184,0.08475588484570587,1.0000718495349747,0.0
CauchyDensity,01,06,1.8478497974222908e-05,54116.952654646375,32,12.647033752854119,12.605676637213959,1.0032808326621727,0.08595523834228516,5.367941741557863,5.36644722042913,1.0002784935856712,0.0015612125396728515,0.07968084593076377,0.07966065597576177,1.0002534495197748,0.0
CauchyDensity,01,07,1.8478497974222908e-05,54116.952654646375,32,7.313747370206005,7.286542911271837,1.0037335207196934,0.08184628486633301,3.178905448318662,3.1772701918608433,1.000514673401717,0.001393604278564453,0.06700323016727106,0.06700335153504132,0.9999981886313523,0.0
CauchyDensity,01,08,1.8478497974222908e-05,54116.952654646375,32,6.055209979860861,6.034742978732865,1.003391528222515,0.08730216026306152,3.197659443713208,3.1976928347859284,0.9999895577610342,0.001436901092529297,0.06590136046178183,0.06591944910324322,0.9997255947719911,0.00029673576354980467
CauchyDensity,01,09,1.8478497974222908e-05,54116.952654646375,32,4.530320813389161,4.514371427142992,1.0035330248083427,0.08037543296813965,2.7863977907456534,2.7862738588575477,1.0000444794353978,0.001476430892944336,0.06348442502333125,0.0635007238232232,0.9997433289116935,0.0
CauchyDensity,01,10,1.8478497974222908e-05,54116.952654646375,32,13.157356706980474,13.116706241440562,1.0030991366881026,0.08328332901000976,5.498380079773833,5.498907742693739,0.9999040422308216,0.0016233444213867188,0.08028388518022536,0.0802938403438163,0.9998760158494312,0.0
CauchyDensity,02,03,1.8478497974222908e-05,54116.952654646375,32,4.755589290716013,4.752278970817586,1.0006965752471086,0.08863377571105957,2.1472069372103646,2.147364361724248,0.9999266894260288,0.001249837875366211,0.038486592102315385,0.03850248867078194,0.9995871288060759,0.0
CauchyDensity,02,04,1.8478497974222908e-05,54116.952654646375,32,2.9044963655316134,2.898420553277249,1.0020962493684686,0.08345074653625488,0.9912345266725817,0.9904896259701556,1.0007520530078209,0.0012696743011474609,0.03318215615763746,0.03317749119161071,1.0001406063526568,0.0
CauchyDensity,02,05,1.8478497974222908e-05,54116.952654646375,32,12.493191436248866,12.478814598234049,1.0011520996567136,0.08949146270751954,4.349934166183094,4.349663187678688,1.0000622987327326,0.0007361888885498047,0.06288954238714292,0.06288522727642394,1.0000686188299839,0.00030717849731445315
CauchyDensity,02,06,1.8478497974222908e-05,54116.952654646375,32,10.987085581654966,10.978916193306398,1.0007440978876903,0.09479103088378907,3.5710996026636264,3.5731232829655015,0.9994336382650095,0.0013384342193603516,0.05300967616983977,0.053035302317141264,0.9995168096309086,0.0
