Res,Noise_Param,Scale_Param,Distances_Classic,Distances_Noised,Ratios_EMD,Distances_Linear,Distances_Linear_Noised,Ratios_Linear,CI_Distances_Classic,CI_Distances_Noised,Cumsum_Classic,Cumsum_Noised,Ratios_emd_cumsum
100.0,0.001,100.0,0.2998546206322528,0.2996898464771892,1.0007295471533986,0.2258356660500426,0.22625788995035945,0.9981689666842958,1.1610968010709708e-17,0.0008403334958616176,29.68560744259305,29.669294801241737,0.0101010101010101
100.0,0.001,200.0,0.2998546206322528,0.3003502809004001,0.9985360603946927,0.2258356660500426,0.2262910071324195,0.9980231438661477,1.1610968010709708e-17,0.0008593720481950554,29.68560744259305,29.734677809139615,0.0101010101010101
100.0,0.001,500.0,0.29985462063225293,0.3000309054062517,0.9996075697789641,0.2258356660500426,0.22629007918553692,0.9980330920000523,1.1610968010709708e-17,0.0008768735906392713,29.68560744259305,29.703059635218924,0.0101010101010101
100.0,0.001,1000.0,0.29985462063225293,0.29940592364770696,1.0016395247733592,0.2258356660500426,0.2262009734088761,0.9984228388666344,1.1610968010709708e-17,0.0007441533031367396,29.68560744259305,29.64118644112299,0.0101010101010101
100.0,0.0015505157798326253,100.0,0.2998546206322528,0.30039019716983517,0.9986471626995302,0.2258356660500426,0.22684457472858935,0.9956446173622104,1.1610968010709708e-17,0.0013084795885806683,29.68560744259305,29.738629519813685,0.0101010101010101
100.0,0.0015505157798326253,200.0,0.2998546206322528,0.30095402502448687,0.9968019991634662,0.2258356660500426,0.22707864183860216,0.9946042896373045,1.1610968010709708e-17,0.0013385214177167527,29.68560744259305,29.794448477424208,0.010101010101010098
100.0,0.0015505157798326253,500.0,0.29985462063225293,0.3006085217651154,0.9978837530278853,0.2258356660500426,0.22700068398845386,0.994956322364277,1.1610968010709708e-17,0.0012463929642125742,29.68560744259305,29.760243654746432,0.010101010101010098
100.0,0.0015505157798326253,1000.0,0.29985462063225293,0.30098001733653723,0.9967289551532936,0.2258356660500426,0.22691804578744523,0.9953134243799984,1.1610968010709708e-17,0.001373246836446575,29.68560744259305,29.797021716317186,0.0101010101010101
100.0,0.002404099183509972,100.0,0.2998546206322528,0.3000532778657815,1.000277415157595,0.2258356660500426,0.2282655915960292,0.9895612719614334,1.1610968010709708e-17,0.0019285913673648882,29.68560744259305,29.705274508712375,0.010101010101010098
100.0,0.002404099183509972,200.0,0.2998546206322528,0.30100257553482845,0.9969882435830419,0.2258356660500426,0.22881790033966676,0.9871681620878827,1.1610968010709708e-17,0.0017770053844223688,29.68560744259305,29.79925497794802,0.0101010101010101
100.0,0.002404099183509972,500.0,0.29985462063225293,0.30288736109491265,0.9907263394241426,0.2258356660500426,0.2288022411157202,0.987242630705271,1.1610968010709708e-17,0.001732109938059355,29.68560744259305,29.985848748396357,0.0101010101010101
100.0,0.002404099183509972,1000.0,0.29985462063225293,0.3008676000373034,0.9976641836064957,0.2258356660500426,0.2283303774302252,0.989303949714768,1.1610968010709708e-17,0.0020251698420704557,29.68560744259305,29.78589240369304,0.0101010101010101
100.0,0.003727593720314938,100.0,0.2998546206322528,0.3020551877794491,0.995019749298754,0.2258356660500426,0.2323783895747368,0.9724017320871132,1.1610968010709708e-17,0.003005852078214145,29.68560744259305,29.90346359016547,0.010101010101010098
100.0,0.003727593720314938,200.0,0.2998546206322528,0.3027976308511065,0.9924311704134913,0.2258356660500426,0.23099549763789032,0.9781536816773301,1.1610968010709708e-17,0.002944949929059024,29.68560744259305,29.976965454259542,0.010101010101010102
100.0,0.003727593720314938,500.0,0.29985462063225293,0.300736869182372,0.9988939064046106,0.2258356660500426,0.23146656921181374,0.9761971831297183,1.1610968010709708e-17,0.0027171187390776542,29.68560744259305,29.77295004905484,0.010101010101010097
100.0,0.003727593720314938,1000.0,0.29985462063225293,0.3007754966134144,0.9993080309744761,0.2258356660500426,0.23169213781459885,0.975151269232304,1.1610968010709708e-17,0.003073578160311023,29.68560744259305,29.776774164728025,0.010101010101010102
100.0,0.005779692884153313,100.0,0.2998546206322528,0.30455057929976603,0.9913415272825982,0.2258356660500426,0.2403823627071687,0.9407945528623329,1.1610968010709708e-17,0.00526472188959139,29.68560744259305,30.15050735067684,0.0101010101010101
100.0,0.005779692884153313,200.0,0.2998546206322528,0.30262704277993474,0.9953475533445436,0.2258356660500426,0.24009379906228961,0.941507883437585,1.1610968010709708e-17,0.004302676491737388,29.68560744259305,29.960077235213543,0.0101010101010101
100.0,0.005779692884153313,500.0,0.29985462063225293,0.30511510273517684,0.9875183001402275,0.2258356660500426,0.2406465756120544,0.9393238832539862,1.1610968010709708e-17,0.004461086895149397,29.68560744259305,30.206395170782518,0.010101010101010097
100.0,0.005779692884153313,1000.0,0.29985462063225293,0.3051354453862427,0.9867873150995902,0.2258356660500426,0.2403134233451727,0.9407202782512702,1.1610968010709708e-17,0.004093954843566429,29.68560744259305,30.20840909323804,0.010101010101010097
100.0,0.00896150501946605,100.0,0.2998546206322528,0.3051100420809597,0.9908347799545543,0.2258356660500426,0.25893430551292285,0.8739832682936982,1.1610968010709708e-17,0.005763975395598262,29.68560744259305,30.205894166015014,0.0101010101010101
100.0,0.00896150501946605,200.0,0.2998546206322528,0.30246642101901083,1.0032391058355632,0.2258356660500426,0.2599583380801236,0.8709275219323002,1.1610968010709708e-17,0.006860641513528445,29.68560744259305,29.944175680882086,0.010101010101010097
