SNR,Noise_Param,Im_Size,Distances_Classic,Distances_Noised,CI_Distances_Noised,Ratios_EMD,Distances_Linear,Distances_Linear_Noised,CI_Distances_Linear_Noised,Ratios_Linear
1000.0,0.02,10.0,48.0,48.4046687345663,0.20486924490191208,0.9920481352902225,2.828427124746192,2.84280114606903,0.005997215601391513,0.9950457276333918
681.2920690579615,0.024230553172571764,10.0,48.0,48.51434033513233,0.2812565708174029,0.9901531696508544,2.828427124746192,2.8511629964386866,0.006882521394640275,0.9921580821215481
464.15888336127773,0.029355985352441393,10.0,48.0,48.65400429725607,0.345324047691443,0.9876891919398298,2.828427124746192,2.8578206326883717,0.00940255335517353,0.989958062404452
316.22776601683796,0.03556558820077845,10.0,48.0,48.73440367248862,0.3785078579995954,0.9862986492476735,2.828427124746192,2.866255775801655,0.010387267496416544,0.9870991856058627
215.44346900318845,0.043088693800637665,10.0,48.0,49.13888025504421,0.49121086284698723,0.9790703598818733,2.828427124746192,2.8980775685341142,0.01431779602731701,0.9765148458528021
146.77992676220705,0.052203144313650716,10.0,48.0,49.157807498243194,0.49679872445223533,0.9787071012782762,2.828427124746192,2.918587267756755,0.015606603118187857,0.9697469616326906
100.0,0.06324555320336758,10.0,48.0,50.10503368538253,0.7647262753992055,0.963217480247952,2.828427124746192,2.9699714655862555,0.01727033234350536,0.9530782879373223
68.12920690579615,0.07662373699114573,10.0,48.0,50.36971731424854,0.8085201669096178,0.9587349770258226,2.828427124746192,3.0369403949452938,0.024411746150102887,0.932715103708324
46.4158883361278,0.09283177667225558,10.0,48.0,49.8272920462243,1.0312012906657002,0.9729411270343826,2.828427124746192,3.1307880453519528,0.02604926256723327,0.904873679696716
31.622776601683793,0.11246826503806981,10.0,48.0,50.65662815113861,1.1826028628368692,0.959407949383035,2.828427124746192,3.2250289414393656,0.03353297120235766,0.8792118778608065
21.544346900318846,0.13625841381159223,10.0,48.0,51.57059238046505,1.4592839351096452,0.9505629249412073,2.828427124746192,3.431548268304378,0.034259179823499374,0.8261265234009069
14.677992676220699,0.16508083705360369,10.0,48.0,52.22916198870193,1.6731999663279495,0.9419302446890875,2.828427124746192,3.6666651167105493,0.03800151632757538,0.7732905782424403
10.0,0.2,10.0,48.0,54.53480191015023,1.901562128954126,0.9071322261799482,2.828427124746192,3.981020697111029,0.04954902787588909,0.7130100156817584
6.812920690579615,0.24230553172571764,10.0,48.0,54.22445169412961,2.0617664335177466,0.9164808972306545,2.828427124746192,4.422349907474084,0.05425268151668145,0.6417888539220704
4.641588833612782,0.2935598535244138,10.0,48.0,55.48980793014305,2.533884964678023,0.907411420095729,2.828427124746192,4.973209338823794,0.07533787150463594,0.5717202291567824
3.1622776601683795,0.35565588200778453,10.0,48.0,60.39377407573845,2.9735932974219876,0.8384653030152797,2.828427124746192,5.812017999518186,0.07723006970278899,0.4886261552154909
2.1544346900318843,0.4308869380063767,10.0,48.0,65.90520004020469,2.8967624192659773,0.7587215072999295,2.828427124746192,6.714761265899151,0.08737513311238174,0.42288650092883545
1.4677992676220706,0.5220314431365072,10.0,48.0,74.06464392028708,3.698394697700505,0.6816689866830283,2.828427124746192,7.922990846496076,0.12784911546351316,0.3590796001850621
1.0,0.6324555320336759,10.0,48.0,85.24587366607803,3.6127589587240054,0.5847653069511367,2.828427124746192,9.34887140103628,0.1285600535090402,0.3038733039884957
0.6812920690579615,0.7662373699114574,10.0,48.0,92.75499043242625,4.215353400876463,0.5398675835590647,2.828427124746192,11.118552525761833,0.1724395938657325,0.25580478908213605
0.4641588833612782,0.9283177667225555,10.0,48.0,113.03351220917199,5.531033078104989,0.4443818632328116,2.828427124746192,13.323119194884837,0.17202372396862622,0.21312308948651776
0.31622776601683794,1.1246826503806981,10.0,48.0,132.9858237582878,5.144640217364738,0.3725053911862244,2.828427124746192,15.992617813946358,0.20268883453302822,0.1775125526893299
0.21544346900318845,1.3625841381159223,10.0,48.0,159.4273598763867,4.965688465549973,0.3075762587275514,2.828427124746192,19.535820378226074,0.2801192091687667,0.14548349730636034
0.14677992676220705,1.6508083705360364,10.0,48.0,187.51193447590998,7.298020266991828,0.2641126245525313,2.828427124746192,23.563332456982653,0.342620628061254,0.12062369813003915
0.1,2.0,10.0,48.0,232.3638589615878,9.79657846843365,0.21476895443145566,2.828427124746192,28.15873668184781,0.45693787981208983,0.10104502567677454
0.06812920690579623,2.4230553172571754,10.0,48.0,272.8130159339383,10.38468247124694,0.18145814798606832,2.828427124746192,34.44071315734193,0.5262757789761058,0.08256583631541994
0.04641588833612782,2.935598535244138,10.0,48.0,338.0567558972762,11.14194403450257,0.1454653904352892,2.828427124746192,42.374199451909135,0.5872855895206057,0.06704266635808938
0.03162277660168379,3.5565588200778455,10.0,48.0,402.6466015180957,14.666376572795972,0.12256333865133749,2.828427124746192,49.786854294341566,0.7770587190477556,0.057133136847305345
0.021544346900318867,4.308869380063764,10.0,48.0,483.6013900283514,19.435654500226306,0.10273856110210143,2.828427124746192,60.2778915751768,0.837339958528733,0.0471320744018125
0.014677992676220705,5.220314431365072,10.0,48.0,593.5469348998913,25.384252335674166,0.08398125966476208,2.828427124746192,72.84706554263543,1.06271419485526,0.0390244344158954
0.01,6.324555320336759,10.0,48.0,724.7519487082093,28.478086529246486,0.06838204214172892,2.828427124746192,89.62093320418948,1.387516076653095,0.031729990071150536
1000.0,0.0282842712474619,20.0,384.0,385.0350190169275,1.3221629754467203,0.9975813324881719,5.656854249492384,5.7099144035061435,0.008662601025577789,0.9907595003245846
681.2920690579615,0.03426717692045342,20.0,384.0,385.3799148069535,1.4892605475503753,0.9967620997866976,5.656854249492384,5.733507437998799,0.011292342355093658,0.9867179526027143
464.15888336127773,0.04151563262224854,20.0,384.0,388.5424418642969,1.6766606005471907,0.988730050934153,5.656854249492384,5.778784668794236,0.012905834615966848,0.9790123247922989
316.22776601683796,0.05029733718731741,20.0,384.0,386.28142476687356,2.105018642260386,0.994773490800759,5.656854249492384,5.818782581525486,0.013759698587384902,0.972295784921086
215.44346900318845,0.06093661515780329,20.0,384.0,390.65655930110603,2.821719281467525,0.9841428370716584,5.656854249492384,5.903514659502897,0.017693084771169147,0.9584150490398361
146.77992676220705,0.07382639468688476,20.0,384.0,392.8034522011214,3.51153340687501,0.9793700548724067,5.656854249492384,6.043947782691994,0.019490744279823873,0.9361752767243411
100.0,0.08944271909999159,20.0,384.0,393.5986968956196,3.8495804809943657,0.9777568356644467,5.656854249492384,6.185388433871437,0.02616341725568683,0.9149241432912782
68.12920690579615,0.10836232805258732,20.0,384.0,391.95597910233636,4.726660906656236,0.9829873780943708,5.656854249492384,6.429945450427637,0.030553772603880095,0.8802193086211082
46.4158883361278,0.13128395758909414,20.0,384.0,397.4961534914557,5.036461223313516,0.9696874477215977,5.656854249492384,6.7472623635027915,0.031103983560117458,0.8387981703114926
31.622776601683793,0.15905414575341012,20.0,384.0,401.3208786934354,6.7727173242172345,0.9630172981849587,5.656854249492384,7.227412262015914,0.04101053889049111,0.7832700428721302
21.544346900318846,0.19269849679979917,20.0,384.0,397.7646473198441,8.022241666405757,0.9744895849065245,5.656854249492384,7.8281551945975885,0.05451711418840531,0.7234324816479135
14.677992676220699,0.23345955864910928,20.0,384.0,410.0765620316927,11.115523951839164,0.9522432999011756,5.656854249492384,8.712082832999256,0.051046259816716066,0.6498158436413946
10.0,0.282842712474619,20.0,384.0,420.4543192496553,12.597848742868186,0.9330149264229813,5.656854249492384,9.824925217100605,0.0727393457744595,0.5764857911809077
6.812920690579615,0.3426717692045342,20.0,384.0,423.14101604825885,16.225881041957578,0.9380722397992544,5.656854249492384,11.194295878903759,0.08465873955382507,0.5059969838336482
4.641588833612782,0.4151563262224852,20.0,384.0,439.501288103584,15.319460200448153,0.8981458857477996,5.656854249492384,13.105972949366429,0.09968428474824005,0.4321912218371363
3.1622776601683795,0.5029733718731741,20.0,384.0,442.04420156558893,18.284041693137365,0.9021012660925554,5.656854249492384,15.31731555188637,0.12102079623399657,0.36984437534289555
2.1544346900318843,0.6093661515780329,20.0,384.0,465.39846844016216,21.375942116779303,0.8640638877572846,5.656854249492384,18.123004205269197,0.12728190452528026,0.31248734277049883
1.4677992676220706,0.7382639468688476,20.0,384.0,515.3761178136277,20.45875065089432,0.7719658637511709,5.656854249492384,21.5697723566719,0.14981568596334602,0.2625467817637412
1.0,0.8944271909999159,20.0,384.0,571.1414216615008,23.1178552984741,0.6975424846101739,5.656854249492384,25.778518670599514,0.19526477559725083,0.21973189033015725
0.6812920690579615,1.0836232805258732,20.0,384.0,644.3585611969224,24.838691356958112,0.6158180482364647,5.656854249492384,31.146958640618553,0.23940899657127265,0.18186577789083092
0.4641588833612782,1.312839575890941,20.0,384.0,709.9296688162409,25.461082216340778,0.556676643090136,5.656854249492384,37.542498461185275,0.28822087692174014,0.1508820618739282
0.31622776601683794,1.5905414575341013,20.0,384.0,850.6117437373174,31.06643122848736,0.4643114427089818,5.656854249492384,45.030122750037414,0.37219465415583186,0.12582089148198278
0.21544346900318845,1.926984967997992,20.0,384.0,971.5742132365787,33.283585273913374,0.4047888782027504,5.656854249492384,54.29340530948091,0.39696028152390067,0.10431717456412368
0.14677992676220705,2.3345955864910923,20.0,384.0,1212.4671366261591,43.508243787169484,0.32502624746658226,5.656854249492384,65.86227447748747,0.5302062806210585,0.08601625439675076
0.1,2.8284271247461903,20.0,384.0,1442.0594745408548,46.42414669386974,0.27206344924338177,5.656854249492384,80.19241405076258,0.6038103388273275,0.07063201922996228
0.06812920690579623,3.4267176920453397,20.0,384.0,1731.245606438926,60.078020391702886,0.22730046683101168,5.656854249492384,96.6537366202825,0.7134382194539551,0.05860024948398034
0.04641588833612782,4.151563262224852,20.0,384.0,2070.837794304592,79.96682587149589,0.19078506709035475,5.656854249492384,117.89463554479003,0.8944141141333806,0.048045552195760635
0.03162277660168379,5.029733718731742,20.0,384.0,2427.8983204877673,68.98551475032664,0.16097288653767614,5.656854249492384,142.27175052455559,1.2007511027128126,0.03982674342800624
0.021544346900318867,6.093661515780326,20.0,384.0,3032.4635172206204,98.731096827831,0.12948448524283315,5.656854249492384,171.85910244105446,1.2742049569485605,0.032957109576644654
0.014677992676220705,7.382639468688476,20.0,384.0,3725.1110672348186,120.58313522302936,0.10528405387824293,5.656854249492384,207.77955433730213,1.577741142973419,0.027261130945172452
0.01,8.94427190999916,20.0,384.0,4431.480353092877,136.63167088381476,0.08846411554867205,5.656854249492384,252.26508678213204,1.9619805924520648,0.022455275634799182
1000.0,0.034641016151377546,30.0,1296.0,1300.4762674352496,3.441255450029945,0.9967179314770549,8.485281374238568,8.607693051061922,0.009903760211585521,0.9858086100827395
681.2920690579615,0.04196854919039355,30.0,1296.0,1305.946888776411,4.139640640374911,0.9926115769514232,8.485281374238568,8.678934503097658,0.011943139177633962,0.9777293757985128
464.15888336127773,0.05084605813667625,30.0,1296.0,1301.4759023576494,5.25955269574076,0.9961633576375073,8.485281374238568,8.755997154283174,0.013795098743914823,0.9691371023254799
316.22776601683796,0.061601405764820455,30.0,1296.0,1305.9354693561547,6.286489806144448,0.9929158663830043,8.485281374238568,8.871849356961302,0.017238202690109755,0.9565101290266614
215.44346900318845,0.07463180689448255,30.0,1296.0,1307.3226011763531,7.355400567929185,0.9920563013652667,8.485281374238568,9.044932055422393,0.02175655737653118,0.938250070801965
146.77992676220705,0.09041849826609337,30.0,1296.0,1311.5116478255802,7.526688848301044,0.9889137741075114,8.485281374238568,9.286769765891005,0.02106285704298605,0.9138028736239794
100.0,0.10954451150103323,30.0,1296.0,1330.8065712435339,9.714453562504316,0.9750455066031626,8.485281374238568,9.697145557843333,0.03165880023448704,0.8752425120789402
68.12920690579615,0.13271620553445923,30.0,1296.0,1317.783011684829,12.907251028716653,0.9856510407282063,8.485281374238568,10.166235389300509,0.03236376149339556,0.8348452580463608
46.4158883361278,0.16078935375323392,30.0,1296.0,1331.3452010882486,16.984299121929823,0.9771443191309409,8.485281374238568,10.910404315025625,0.03921156765086159,0.7779553320742331
31.622776601683793,0.19480074928505936,30.0,1296.0,1342.8076426411901,19.88805469983816,0.9699018422920753,8.485281374238568,11.87583205476373,0.04617047829851112,0.7147461648429977
21.544346900318846,0.2360064956804226,30.0,1296.0,1347.885020610111,23.082918858421827,0.9680099678358987,8.485281374238568,13.185319000372338,0.05662526370796956,0.643812096231412
14.677992676220699,0.28592839713284046,30.0,1296.0,1361.5417989247871,24.859729786417432,0.9591068848226864,8.485281374238568,14.782109997099893,0.06962562115257015,0.5743143301944739
